BJD - 2454833, Corrected Flux
2946.057129346, 0.996739961,
2946.077560999, 0.996735003,
2946.097992551, 0.996399911,
2946.118424104, 0.996174796,
2946.138855656, 0.996720485,
2946.159287208, 0.996782115,
2946.179718759, 0.996772947,
2946.200150411, 0.996764553,
2946.220581862, 0.996765117,
2946.241013414, 0.996706527,
2946.281876516, 0.996721907,
2946.302308067, 0.996488485,
2946.322739718, 0.996487456,
2946.343171168, 0.996492001,
2946.363602719, 0.996736566,
2946.384034369, 0.996150732,
2946.404465819, 0.996275765,
2946.424897370, 0.996511100,
2946.445329019, 0.996524037,
2946.465760469, 0.996506930,
2946.486192019, 0.996457495,
2946.527055118, 0.996782135,
2946.547486767, 0.996633463,
2946.567918316, 0.996538340,
2946.588349765, 0.996612723,
2946.608781413, 0.996614233,
2946.629212962, 0.996690150,
2946.649644410, 0.996524098,
2946.670076059, 0.996247253,
2946.690507607, 0.996522881,
2946.710939055, 0.996829549,
2946.731370703, 0.996857975,
2946.751802251, 0.996807066,
2946.772233698, 0.996802048,
2946.792665346, 0.996860003,
2946.813096893, 0.996787038,
2946.833528340, 0.996908675,
2946.853959987, 0.996887540,
2946.874391534, 0.996903257,
2946.894822981, 0.996955513,
2946.915254628, 0.997037489,
2946.935686174, 0.996765219,
2946.956117821, 0.996819014,
2946.976549267, 0.997124357,
2947.017412459, 0.997238615,
2947.037844005, 0.997285502,
2947.058275450, 0.997420812,
2947.078707096, 0.997401133,
2947.099138641, 0.997447715,
2947.119570086, 0.997502632,
2947.140001732, 0.997545078,
2947.160433277, 0.997713753,
2947.180864721, 0.997707265,
2947.201296366, 0.997779324,
2947.221727911, 0.997381945,
2947.262591000, 0.997904156,
2947.283022544, 0.998019484,
2947.303453988, 0.997908855,
2947.323885632, 0.998019840,
2947.344317076, 0.998204632,
2947.364748619, 0.998225202,
2947.385180263, 0.998334645,
2947.405611706, 0.998437384,
2947.426043349, 0.998504851,
2947.446474893, 0.998655897,
2947.466906436, 0.998967440,
2947.507769521, 0.998688966,
2947.528201064, 0.998844251,
2947.548632606, 0.999205595,
2947.569064149, 0.999223648,
2947.589495691, 0.999274056,
2947.609927333, 0.999324452,
2947.630358775, 0.999490979,
2947.650790317, 0.999536702,
2947.671221958, 0.999658947,
2947.691653400, 0.999783940,
2947.712084941, 0.999858211,
2947.732516583, 0.999822822,
2947.752948024, 0.999880661,
2947.773379565, 0.999760196,
2947.793811206, 0.999530332,
2947.814242647, 0.999982365,
2947.834674287, 1.000212014,
2947.855105828, 1.000268579,
2947.875537368, 1.000297050,
2947.895968909, 1.000390937,
2947.916400449, 1.000508184,
2947.936831989, 1.000616187,
2947.957263529, 1.000597945,
2947.998126608, 1.000536189,
2948.018558148, 1.000502156,
2948.038989687, 1.000614766,
2948.059421126, 1.000573887,
2948.079852766, 1.000650753,
2948.100284305, 1.001298907,
2948.120715744, 1.001378605,
2948.141147383, 1.001358005,
2948.161578921, 1.001298658,
2948.182010360, 1.001282414,
2948.202441998, 1.001413509,
2948.243305175, 1.001544467,
2948.263736613, 1.001634338,
2948.284168151, 1.001644945,
2948.304599789, 1.001863135,
2948.325031226, 1.001905982,
2948.345462764, 1.001554641,
2948.365894401, 1.002042054,
2948.386325839, 1.002329815,
2948.406757376, 1.002121367,
2948.427189013, 1.002095790,
2948.447620550, 1.002261913,
2948.488483624, 1.003376393,
2948.508915160, 1.002359505,
2948.529346597, 1.002358174,
2948.549778233, 1.002532217,
2948.570209770, 1.002542303,
2948.590641206, 1.002618605,
2948.611072842, 1.002611415,
2948.631504378, 1.002316893,
2948.651936014, 1.002599454,
2948.672367450, 1.002856725,
2948.692798985, 1.002915633,
2948.713230521, 1.002930680,
2948.733662056, 1.002945040,
2948.754093591, 1.003010123,
2948.774525127, 1.003049668,
2948.794956662, 1.003093120,
2948.815388196, 1.003117217,
2948.835819731, 1.003187691,
2948.856251266, 1.003236490,
2948.876682800, 1.003240721,
2948.897114335, 1.003023205,
2948.917545869, 1.002725230,
2948.937977404, 1.003188552,
2948.958409038, 1.003322833,
2948.978840472, 1.003444793,
2948.999272006, 1.003385860,
2949.019703639, 1.003359944,
2949.040135073, 1.003366755,
2949.060566707, 1.003321431,
2949.080998240, 1.003404446,
2949.101429674, 1.003423890,
2949.121861307, 1.003424621,
2949.142292840, 1.003051388,
2949.162724273, 1.003403200,
2949.183155906, 1.003397837,
2949.224018871, 1.003441962,
2949.244450504, 1.003502522,
2949.264882037, 1.003488432,
2949.285313569, 1.003524117,
2949.305745101, 1.003466412,
2949.326176633, 1.003786798,
2949.346608166, 1.003705314,
2949.367039698, 1.003586448,
2949.387471229, 1.003571543,
2949.407902761, 1.003608999,
2949.428334293, 1.003516953,
2949.448765824, 1.003406723,
2949.469197456, 1.002962736,
2949.489628887, 1.003077082,
2949.510060418, 1.003462177,
2949.530492049, 1.003454878,
2949.550923480, 1.003511746,
2949.571355011, 1.003442049,
2949.591786642, 1.003484495,
2949.612218073, 1.003370513,
2949.632649604, 1.003465955,
2949.653081234, 1.003343475,
2949.673512664, 1.003296019,
2949.693944195, 1.003237031,
2949.714375825, 1.003229204,
2949.734807255, 1.002998713,
2949.755238785, 1.002670147,
2949.775670415, 1.003046525,
2949.796101945, 1.003280207,
2949.816533474, 1.003315937,
2949.836965004, 1.003280141,
2949.857396533, 1.003285255,
2949.877828063, 1.003195443,
2949.898259592, 1.002995444,
2949.918691121, 1.002933712,
2949.959554179, 1.002940889,
2949.979985708, 1.002971865,
2950.000417337, 1.002949113,
2950.020848766, 1.002699078,
2950.041280294, 1.002474534,
2950.061711923, 1.002675234,
2950.082143351, 1.002736219,
2950.102574880, 1.002649175,
2950.123006508, 1.002540835,
2950.143437936, 1.002409336,
2950.163869464, 1.002249963,
2950.204732520, 1.002385563,
2950.225164148, 1.002355058,
2950.245595575, 1.002284120,
2950.266027103, 1.002099049,
2950.286458730, 1.002079856,
2950.306890258, 1.001612470,
2950.327321685, 1.001514308,
2950.347753312, 1.001917380,
2950.368184839, 1.001910183,
2950.388616266, 1.001836524,
2950.409047893, 1.001740544,
2950.449910847, 1.001691523,
2950.470342473, 1.001632806,
2950.490774000, 1.001572745,
2950.511205426, 1.001471621,
2950.531637053, 1.001456651,
2950.552068579, 1.001318872,
2950.572500205, 1.001134679,
2950.592931631, 1.000680559,
2950.613363157, 1.000867316,
2950.633794783, 1.001063189,
2950.654226209, 1.000959120,
2950.674657735, 1.000907429,
2950.695089360, 1.000818066,
2950.715520786, 1.000797501,
2950.735952311, 1.000675034,
2950.756383937, 1.000533048,
2950.776815462, 1.000466921,
2950.797246887, 1.000418985,
2950.817678512, 1.000404441,
2950.838110037, 1.000279155,
2950.858541462, 1.000108248,
2950.878973087, 0.999711687,
2950.899404612, 1.000053387,
2950.940267661, 0.999839096,
2950.960699086, 0.999746164,
2950.981130710, 0.999735860,
2951.001562235, 0.999549953,
2951.021993659, 0.999466248,
2951.042425283, 0.999397790,
2951.062856807, 0.999313501,
2951.083288231, 0.999244488,
2951.103719855, 0.999104266,
2951.124151379, 0.999095312,
2951.144582903, 0.998593691,
2951.165014426, 0.998366951,
2951.185445950, 0.998749618,
2951.205877474, 0.998723692,
2951.226308997, 0.998613040,
2951.246740520, 0.998488860,
2951.267172044, 0.998389138,
2951.287603567, 0.998287031,
2951.308035090, 0.998232155,
2951.328466713, 0.998370194,
2951.369329659, 0.997978904,
2951.389761282, 0.997970585,
2951.410192804, 0.997743597,
2951.430624227, 0.997297736,
2951.451055849, 0.997303273,
2951.471487372, 0.997592855,
2951.491918794, 0.997504015,
2951.512350417, 0.997479572,
2951.532781939, 0.997382257,
2951.553213361, 0.997381781,
2951.573644983, 0.997268050,
2951.594076505, 0.997235846,
2951.614508027, 0.997229848,
2951.634939549, 0.997123152,
2951.655370971, 0.997100150,
2951.675802593, 0.997085261,
2951.696234114, 0.996922754,
2951.716665636, 0.996451701,
2951.737097157, 0.996599367,
2951.757528679, 0.996676711,
2951.777960200, 0.996762114,
2951.798391821, 0.996576468,
2951.818823243, 0.996569477,
2951.839254764, 0.996472253,
2951.859686385, 0.996345299,
2951.880117806, 0.996286163,
2951.900549327, 0.996122385,
2951.920980947, 0.996219378,
2951.941412368, 0.996228879,
2951.961843889, 0.996123649,
2951.982275510, 0.996045856,
2952.002706930, 0.995667996,
2952.023138551, 0.995925881,
2952.043570071, 0.996038988,
2952.064001491, 0.995985308,
2952.084433112, 0.995982781,
2952.104864632, 0.995892235,
2952.125296052, 0.995789534,
2952.166159192, 0.995714114,
2952.186590712, 0.995710514,
2952.207022232, 0.995675968,
2952.227453752, 0.996378876,
2952.247885271, 0.995694090,
2952.268316891, 0.995272894,
2952.288748311, 0.995278242,
2952.309179830, 0.995630584,
2952.329611350, 0.995614582,
2952.350042869, 0.995565269,
2952.370474488, 0.995669614,
2952.431769046, 0.995325158,
2952.452200465, 0.995414293,
2952.472631984, 0.995460039,
2952.493063603, 0.995297397,
2952.513495022, 0.995328354,
2952.533926541, 0.995213941,
2952.554358159, 0.994725631,
2952.574789578, 0.994814448,
2952.595221097, 0.995146196,
2952.615652715, 0.995162482,
2952.636084234, 0.995253173,
2952.656515652, 0.995366076,
2952.676947270, 0.995399034,
2952.697378789, 0.995309483,
2952.717810307, 0.995177568,
2952.738241825, 0.995086652,
2952.758673343, 0.995100833,
2952.779104961, 0.995189422,
2952.799536379, 0.995254573,
2952.819967897, 0.995222627,
2952.840399515, 0.994897600,
2952.860830933, 0.995124773,
2952.901694069, 0.994872699,
2952.983420039, 0.994899222,
2953.003851656, 0.994999404,
2953.024283074, 0.994896777,
2953.044714591, 0.994942960,
2953.065146208, 0.994929989,
2953.085577625, 0.994836700,
2953.106009142, 0.994554337,
2958.377330088, 0.995701452,
2958.397761700, 0.995416869,
2958.418193212, 0.995185965,
2958.438624624, 0.994624787,
2958.459056236, 0.994627391,
2958.479487748, 0.994894915,
2958.499919260, 0.994838674,
2958.520350772, 0.994850456,
2958.540782284, 0.994683881,
2958.561213796, 0.994587703,
2958.581645408, 0.994519940,
2958.602076820, 0.994365586,
2958.622508432, 0.994286889,
2958.642939944, 0.994211131,
2958.663371356, 0.994057685,
2958.683802969, 0.994039380,
2958.704234481, 0.993804591,
2958.724665893, 0.993400524,
2958.745097505, 0.993757695,
2958.765529017, 0.993721157,
2958.785960430, 0.993669831,
2958.826823554, 0.993731551,
2958.847254966, 0.993615168,
2958.867686579, 0.993538636,
2958.888117991, 0.993595902,
2958.908549504, 0.993423283,
2958.928981116, 0.993305118,
2958.949412528, 0.993188446,
2958.969844141, 0.993137957,
2958.990275653, 0.992800715,
2959.010707166, 0.992502214,
2959.031138678, 0.992961615,
2959.072001703, 0.993173529,
2959.092433216, 0.993229600,
2959.112864729, 0.993187702,
2959.133296241, 0.994006631,
2959.153727854, 0.992577155,
2959.174159267, 0.992488566,
2959.194590779, 0.992409375,
2959.215022392, 0.992168802,
2959.235453805, 0.992153440,
2959.255885418, 0.992145866,
2959.276316930, 0.991699872,
2959.296748343, 0.991484610,
2959.317179956, 0.991880159,
2959.337611469, 0.991928448,
2959.358042882, 0.991906734,
2959.378474495, 0.991876438,
2959.398906008, 0.991766477,
2959.419337521, 0.991667744,
2959.460200547, 0.991669298,
2959.480632060, 0.991746703,
2959.501063573, 0.991745586,
2959.521495087, 0.991714272,
2959.562358113, 0.991228847,
2959.582789626, 0.991248627,
2959.603221140, 0.991363569,
2959.623652653, 0.991304966,
2959.644084166, 0.991250697,
2959.664515780, 0.991160821,
2959.684947193, 0.991212317,
2959.705378707, 0.991154897,
2959.725810320, 0.992469541,
2959.746241734, 0.991032966,
2959.766673247, 0.990989699,
2959.787104861, 0.991094884,
2959.807536274, 0.991176835,
2959.827967788, 0.990957765,
2959.848399402, 0.990557620,
2959.868830815, 0.990735110,
2959.889262429, 0.990938395,
2959.909693943, 0.990870990,
2959.930125357, 0.990867120,
2959.950556971, 0.990942909,
2959.970988485, 0.990784124,
2959.991419999, 0.990758303,
2960.011851513, 0.990819261,
2960.052714541, 0.990767433,
2960.073146055, 0.990823991,
2960.093577569, 0.990888544,
2960.114009083, 0.990649088,
2960.134440697, 0.990439252,
2960.154872112, 0.990850310,
2960.175303726, 0.990839206,
2960.195735240, 0.990820598,
2960.216166655, 0.990835058,
2960.236598269, 0.990874050,
2960.257029684, 0.990850182,
2960.318324227, 0.991063069,
2960.338755742, 0.991000674,
2960.359187357, 0.990968958,
2960.379618771, 0.990975581,
2960.400050286, 0.990717248,
2960.420481901, 0.990760851,
2960.440913316, 0.991150316,
2960.461344930, 0.991247325,
2960.481776445, 0.991294320,
2960.502207960, 0.991508910,
2960.543070990, 0.991534147,
2960.563502506, 0.991507986,
2960.583934021, 0.991559134,
2960.604365536, 0.991688241,
2960.624797051, 0.991697621,
2960.645228666, 0.991740936,
2960.665660082, 0.991748257,
2960.686091597, 0.991354536,
2960.706523213, 0.991776409,
2960.726954628, 0.992022958,
2960.747386244, 0.992448032,
2960.767817759, 0.992141976,
2960.788249175, 0.992285945,
2960.808680790, 0.992360401,
2960.829112306, 0.992580895,
2960.849543722, 0.992760271,
2960.869975338, 0.992852694,
2960.890406854, 0.992994580,
2960.910838269, 0.992870405,
2960.931269885, 0.992968581,
2960.951701401, 0.992812104,
2960.972132918, 0.992670631,
2960.992564434, 0.993103197,
2961.033427466, 0.993513404,
2961.053858982, 0.993602844,
2961.074290499, 0.993666483,
2961.094722015, 0.993701188,
2961.115153531, 0.993808346,
2961.135585048, 0.993873621,
2961.156016564, 0.994003502,
2961.176448081, 0.994165688,
2961.196879598, 0.994367287,
2961.217311214, 0.994567558,
2961.237742631, 0.994081085,
2961.278605765, 0.994502688,
2961.299037182, 0.994716769,
2961.319468798, 0.994789656,
2961.339900315, 0.994988584,
2961.360331733, 0.995095238,
2961.380763350, 0.995229114,
2961.401194867, 0.995322801,
2961.421626284, 0.995440032,
2961.442057901, 0.995573382,
2961.462489419, 0.995813255,
2961.482920936, 0.995949025,
2961.523783971, 0.995485522,
2961.544215589, 0.995736817,
2961.564647006, 0.996195664,
2961.585078524, 0.996333576,
2961.605510142, 0.996502299,
2961.625941560, 0.996645298,
2961.646373077, 0.996743650,
2961.666804695, 0.996735177,
2961.687236113, 0.997042257,
2961.707667631, 0.997156358,
2961.728099250, 0.997429881,
2961.768962286, 0.997046208,
2961.789393804, 0.997304406,
2961.809825223, 0.997210270,
2961.830256841, 0.997774924,
2961.850688360, 0.997974703,
2961.871119778, 0.997992995,
2961.891551397, 0.998140581,
2961.911982915, 0.998308149,
2961.932414334, 0.998384370,
2961.952845953, 0.998567687,
2961.973277472, 0.998738955,
2961.993708891, 0.998829899,
2962.014140510, 0.999008506,
2962.034572029, 0.999193933,
2962.055003648, 0.999337871,
2962.075435067, 0.999001877,
2962.095866586, 0.998862113,
2962.116298206, 0.999426912,
2962.136729725, 0.999473529,
2962.157161144, 0.999620848,
2962.177592764, 0.999630532,
2962.198024284, 0.999829179,
2962.218455703, 0.999994117,
2962.259318843, 1.000351635,
2962.279750362, 1.000424830,
2962.300181882, 1.000586984,
2962.320613402, 1.000681466,
2962.341044922, 1.000753224,
2962.361476443, 1.000518615,
2962.381907863, 1.000568000,
2962.402339483, 1.001167535,
2962.422771003, 1.001295628,
2962.443202424, 1.001426079,
2962.463634044, 1.001563124,
2962.504497085, 1.001609031,
2962.524928606, 1.001659053,
2962.545360127, 1.001761437,
2962.565791748, 1.001826059,
2962.586223169, 1.001916587,
2962.606654690, 1.002088117,
2962.627086311, 1.002162028,
2962.647517832, 1.001729313,
2962.667949253, 1.002055294,
2962.688380874, 1.002520363,
2962.708812396, 1.002761670,
2962.749675440, 1.002632315,
2962.770106961, 1.002879652,
2962.790538483, 1.002884756,
2962.810970005, 1.002821313,
2962.831401526, 1.003039330,
2962.851833148, 1.003059070,
2962.872264570, 1.003108287,
2962.892696092, 1.003184328,
2962.913127714, 1.003052545,
2962.933559136, 1.002823831,
2962.953990659, 1.003411365,
2962.994853703, 1.003501590,
2963.015285226, 1.003560746,
2963.035716748, 1.003633002,
2963.056148271, 1.003641924,
2963.076579894, 1.003661297,
2963.097011317, 1.003767869,
2963.117442839, 1.003912674,
2963.137874462, 1.003911519,
2963.158305885, 1.003888425,
2963.178737409, 1.003981781,
2963.199169032, 1.003734570,
2963.240031978, 1.003557843,
2963.260463602, 1.003785803,
2963.280895125, 1.004162133,
2963.301326649, 1.004212151,
2963.321758173, 1.004159429,
2963.342189696, 1.004262518,
2963.362621320, 1.004228325,
2963.383052744, 1.004268154,
2963.403484268, 1.004277490,
2963.423915892, 1.004329051,
2963.444347316, 1.004342916,
2963.464778841, 1.004394349,
2963.485210465, 1.004080439,
2963.505641889, 1.004292909,
2963.526073414, 1.004875699,
2963.546505039, 1.004668513,
2963.566936463, 1.004489628,
2963.587368088, 1.004725344,
2963.607799613, 1.004666718,
2963.628231038, 1.004683120,
2963.648662663, 1.004757148,
2963.669094188, 1.004807816,
2963.689525713, 1.004747585,
2963.730388764, 1.004806647,
2963.750820189, 1.004729219,
2963.771251815, 1.004590090,
2963.791683340, 1.004742196,
2963.812114866, 1.004888811,
2963.832546392, 1.004973204,
2963.852977918, 1.005030577,
2963.873409544, 1.004942274,
2963.893840970, 1.005012532,
2963.914272496, 1.004971612,
2963.934704122, 1.004931067,
2963.975567075, 1.004973741,
2963.995998702, 1.004849384,
2964.016430128, 1.004772745,
2964.036861755, 1.004696148,
2964.057293282, 1.004327466,
2964.077724709, 1.004829675,
2964.098156336, 1.005028073,
2964.118587863, 1.004850346,
2964.139019290, 1.004922141,
2964.159450917, 1.004915804,
2964.179882445, 1.004731681,
2964.220745500, 1.004451279,
2964.241177027, 1.004553224,
2964.261608555, 1.004630372,
2964.282040083, 1.004619582,
2964.302471611, 1.004673508,
2964.322903139, 1.004175428,
2964.343334767, 1.004215944,
2964.363766195, 1.004559252,
2964.384197824, 1.004506580,
2964.404629252, 1.004419594,
2964.425060781, 1.004316110,
2964.445492409, 1.004458455,
2964.465923838, 1.004316581,
2964.486355367, 1.004223380,
2964.506786996, 1.004414849,
2964.527218425, 1.004348112,
2964.547650054, 1.004247450,
2964.568081583, 1.004032284,
2964.588513012, 1.004081962,
2964.608944642, 1.003658884,
2964.629376171, 1.003725632,
2964.649807601, 1.003526782,
2964.670239230, 1.003816160,
2964.711102290, 1.004389214,
2964.731533820, 1.003703478,
2964.751965350, 1.003640785,
2964.772396880, 1.003631308,
2964.792828411, 1.003591150,
2964.813259941, 1.003461646,
2964.833691572, 1.003377487,
2964.854123102, 1.003538821,
2964.874554533, 1.003175646,
2964.894986164, 1.002708790,
2964.915417695, 1.002926829,
2964.956280757, 1.002990814,
2964.976712288, 1.002982122,
2964.997143719, 1.002865589,
2965.017575351, 1.002862376,
2965.038006882, 1.002753761,
2965.058438414, 1.002741290,
2965.078869946, 1.002581430,
2965.099301378, 1.002590046,
2965.119733010, 1.002570549,
2965.140164542, 1.002495955,
2965.160595974, 1.002085312,
2965.201459139, 1.002125539,
2965.221890671, 1.002055985,
2965.242322204, 1.001873043,
2965.262753736, 1.002068818,
2965.283185269, 1.001847814,
2965.303616802, 1.001791499,
2965.324048335, 1.001703823,
2965.344479968, 1.001655873,
2965.364911502, 1.001480717,
2965.385342935, 1.001517403,
2965.405774569, 1.001407235,
2965.446637536, 1.000777988,
2965.467069170, 1.000729612,
2965.487500704, 1.000963323,
2965.507932138, 1.000814371,
2965.528363772, 1.000806259,
2965.548795306, 1.000689309,
2965.569226940, 1.000717978,
2965.589658375, 1.000632623,
2965.610089910, 1.000370497,
2965.630521544, 1.000481484,
2965.650952979, 1.000437295,
2965.691816149, 1.000186869,
2965.712247584, 1.000195388,
2965.732679120, 0.999582023,
2965.753110755, 0.999822280,
2965.773542190, 0.999879644,
2965.793973726, 0.999773434,
2965.814405262, 0.999787785,
2965.834836798, 0.999702492,
2965.855268434, 0.999685768,
2965.875699870, 0.999596018,
2965.896131406, 0.999481226,
2965.936994579, 0.999287163,
2965.957426015, 0.999246638,
2965.977857652, 0.999318309,
2965.998289189, 0.999008010,
2966.018720626, 0.998774029,
2966.039152263, 0.999028300,
2966.059583800, 0.998999315,
2966.080015437, 0.998958688,
2966.100446875, 0.998966954,
2966.120878412, 0.998843568,
2966.141310050, 0.998859490,
2966.182173025, 0.998718415,
2966.202604663, 0.998610338,
2966.223036101, 0.998413138,
2966.243467640, 0.998345122,
2966.263899278, 0.998327549,
2966.284330717, 0.997773660,
2966.304762355, 0.997821618,
2966.325193894, 0.998271330,
2966.345625433, 0.998072527,
2966.366056972, 0.997980900,
2966.386488511, 0.997970515,
2966.427351589, 0.997864659,
2966.447783129, 0.997739722,
2966.468214568, 0.997662849,
2966.488646208, 0.997677396,
2966.509077748, 0.997673578,
2966.529509288, 0.997632166,
2966.549940828, 0.997540074,
2966.570372368, 0.997054810,
2966.590804009, 0.997100125,
2966.611235449, 0.997294086,
2966.631666990, 0.997278442,
2966.672530071, 0.997250005,
2966.692961612, 0.997222441,
2966.713393253, 0.997129300,
2966.733824694, 0.996976802,
2966.754256236, 0.996816108,
2966.774687877, 0.996708725,
2966.795119319, 0.996742191,
2966.815550961, 0.996737010,
2966.835982503, 0.996535563,
2966.856413945, 0.996144450,
2966.876845587, 0.996265913,
2966.917708671, 0.996102685,
2966.938140214, 0.996305358,
2966.958571756, 0.996263659,
2966.979003299, 0.996285887,
2966.999434942, 0.996224617,
2967.019866385, 0.996040499,
2967.040297928, 0.995878960,
2967.060729572, 0.995717878,
2967.081161015, 0.995669396,
2967.101592659, 0.995740648,
2967.122024202, 0.995349567,
2967.142455646, 0.995082550,
2967.162887290, 0.995480611,
2967.183318734, 0.995502923,
2967.203750279, 0.995363711,
2967.224181923, 0.995418142,
2967.244613367, 0.995400236,
2967.265044912, 0.995337604,
2967.285476557, 0.995016921,
2967.305908002, 0.995157835,
2967.326339647, 0.995025567,
2967.346771192, 0.994982768,
2967.367202637, 0.994954773,
2967.408065828, 0.994378833,
2967.428497374, 0.994466330,
2967.448928920, 0.994806360,
2967.469360466, 0.994704472,
2967.489792012, 0.994649462,
2967.510223559, 0.994585432,
2967.530655105, 0.994614777,
2967.551086752, 0.994547527,
2967.571518298, 0.994330738,
2967.591949745, 0.994401416,
2967.612381392, 0.994333773,
2967.653244386, 0.994430280,
2967.673676034, 0.994145632,
2967.694107581, 0.993710581,
2967.714539029, 0.994146859,
2967.734970677, 0.994323617,
2967.755402225, 0.994244807,
2967.775833673, 0.994243273,
2967.796265321, 0.994135726,
2967.816696870, 0.994245921,
2967.837128418, 0.994196990,
2967.857559967, 0.994150407,
2967.898423065, 0.994096674,
2967.918854614, 0.994215434,
2967.939286163, 0.994119630,
2967.959717712, 0.993853454,
2967.980149262, 0.993475367,
2968.000580812, 0.993808081,
2968.021012361, 0.994019427,
2968.041443911, 0.994094764,
2968.061875561, 0.994064911,
2968.082307112, 0.993906635,
2968.102738562, 0.993960307,
2968.143601763, 0.994130564,
2968.164033214, 0.993996505,
2968.184464865, 0.994068589,
2968.204896416, 0.993979003,
2968.225327868, 0.993997055,
2968.245759519, 0.993585477,
2968.266191071, 0.993459546,
2968.286622722, 0.993931534,
2968.307054174, 0.993919606,
2968.327485726, 0.994000045,
2968.347917379, 0.994089144,
2968.388780383, 0.993867799,
2968.409212036, 0.994041005,
2968.429643489, 0.994123461,
2968.450075042, 0.994139903,
2968.470506695, 0.994241079,
2968.490938148, 0.994211801,
2968.511369701, 0.994030056,
2968.531801255, 0.993610791,
2968.552232809, 0.993785249,
2968.572664463, 0.994065214,
2968.593096016, 0.994198245,
2968.613527471, 0.994240307,
2968.633959125, 0.994340298,
2968.654390679, 0.994429647,
2968.674822134, 0.994348377,
2968.695253789, 0.994277959,
2968.715685344, 0.994310878,
2968.736116799, 0.994316069,
2968.756548454, 0.994298051,
2968.776980009, 0.994361922,
2968.797411665, 0.994290558,
2968.817843121, 0.993871217,
2968.838274676, 0.994433794,
2968.879137789, 0.994667262,
2968.899569345, 0.994664644,
2968.920001001, 0.994714096,
2968.940432458, 0.994815141,
2968.960864015, 0.994753435,
2968.981295672, 0.994910678,
2969.001727129, 0.995074936,
2969.022158786, 0.995180861,
2969.042590344, 0.995143232,
2969.063021901, 0.995138022,
2969.083453459, 0.995043677,
2969.124316575, 0.995299240,
2969.144748133, 0.995432154,
2969.165179691, 0.995464879,
2969.185611250, 0.995622862,
2969.206042809, 0.995709780,
2969.226474368, 0.995787846,
2969.246906027, 0.995760524,
2969.267337486, 0.996042522,
2969.287769045, 0.996058037,
2969.308200705, 0.996129346,
2969.328632164, 0.996150147,
2969.349063724, 0.996329794,
2969.369495384, 0.996097437,
2969.389926844, 0.996206707,
2969.410358405, 0.996589616,
2969.430790065, 0.996803691,
2969.451221526, 0.996834769,
2969.471653086, 0.996751081,
2969.492084747, 0.996835223,
2969.512516209, 0.996993237,
2969.532947870, 0.997154823,
2969.553379431, 0.997164766,
2969.573810893, 0.996969462,
2969.614674117, 0.997288873,
2969.635105679, 0.997228359,
2969.655537241, 0.996996750,
2969.675968804, 0.997413124,
2969.696400366, 0.997809338,
2969.716832029, 0.997808055,
2969.737263492, 0.997940505,
2969.757695156, 0.998196708,
2969.778126719, 0.998056961,
2969.798558182, 0.998084390,
2969.818989846, 0.998301530,
2969.859852874, 0.998433076,
2969.880284538, 0.998479189,
2969.900716002, 0.998545925,
2969.921147567, 0.998442984,
2969.941579231, 0.998282635,
2969.962010696, 0.998654233,
2969.982442361, 0.999020031,
2970.002873926, 0.999025892,
2970.023305392, 0.999003943,
2970.043737057, 0.999033911,
2970.064168623, 0.999271385,
2970.105031755, 0.999352437,
2970.125463321, 0.999311354,
2970.145894887, 0.999423069,
2970.166326454, 0.999571259,
2970.186758021, 0.999625377,
2970.207189688, 0.999351707,
2970.227621255, 0.999260773,
2970.248052722, 0.999693625,
2970.268484389, 0.999822766,
2970.288915957, 0.999822504,
2970.309347425, 0.999863789,
2970.329779093, 1.000102495,
2970.350210661, 1.000125841,
2970.370642129, 1.000093345,
2970.391073798, 1.000179380,
2970.411505366, 1.000197605,
2970.431937035, 1.000309038,
2970.452368504, 1.000301229,
2970.472800073, 1.000401296,
2970.493231643, 0.999986456,
2970.513663212, 0.999998775,
2970.534094782, 1.000359511,
2970.554526452, 1.000437790,
2970.595389492, 1.000512270,
2970.615821062, 1.000433185,
2970.636252633, 1.000368810,
2970.656684204, 1.000522138,
2970.677115775, 1.000498699,
2970.697547346, 1.001358898,
2970.717979017, 1.000559828,
2970.738410489, 1.000574769,
2970.758842060, 1.000489457,
2970.779273732, 1.000130669,
2970.799705304, 1.000426411,
2970.840568449, 1.000478663,
2970.861000022, 1.000407174,
2970.881431494, 1.000540541,
2970.901863167, 1.000623910,
2970.922294741, 1.000564727,
2970.942726414, 1.000432000,
2970.963157887, 1.000582889,
2970.983589461, 1.000530029,
2971.004021135, 1.000420569,
2971.024452609, 1.000472416,
2971.044884183, 1.000086492,
2971.065315858, 0.999964807,
2971.085747332, 1.000399483,
2971.106178907, 1.000457966,
2971.126610582, 1.000409477,
2971.147042057, 1.000388147,
2971.167473733, 1.000435986,
2971.187905308, 1.000433544,
2971.208336784, 1.000314979,
2971.228768460, 1.000197913,
2971.249200036, 1.000248445,
2971.269631612, 1.000277333,
2971.290063189, 1.000205547,
2971.330926242, 0.999679501,
2971.351357919, 0.999648116,
2971.371789497, 1.000112656,
2971.392221074, 1.000070362,
2971.412652652, 1.000182207,
2971.433084230, 1.000081191,
2971.453515908, 0.999880360,
2971.473947386, 0.999939603,
2971.494378964, 0.999872705,
2971.514810643, 0.999815138,
2971.535242122, 0.999633913,
2971.576105380, 0.999558995,
2971.596536859, 0.999460974,
2971.616968539, 0.998982798,
2971.637400118, 0.999169937,
2971.657831598, 0.999450608,
