# time Tc_folded Tref_folded model 
2449300.559923 -5.632819 0.391187     1.350516
2449313.101259 6.908517 0.269148    -0.265003
2449325.642595 5.165244 0.147110    -1.725899
2449338.183931 3.421970 0.025071    -2.268042
2449350.725267 1.678697 0.903033    -1.552885
2449363.266603 -0.064577 0.780994     0.079974
2449375.807939 -1.807850 0.658955     1.683352
2449388.349275 -3.551123 0.536917     2.295588
2449400.890611 -5.294397 0.414878     1.606628
2449413.431947 -7.037670 0.292840     0.064157
2449425.973283 5.503666 0.170801    -1.494429
2449438.514619 3.760393 0.048762    -2.259010
2449451.055955 2.017119 0.926724    -1.784586
2449463.597291 0.273846 0.804685    -0.269344
2449476.138627 -1.469428 0.682647     1.425836
2449488.679963 -3.212701 0.560608     2.280847
2449501.221299 -4.955974 0.438570     1.829409
2449513.762635 -6.699248 0.316531     0.392835
2449526.303971 5.842088 0.194492    -1.231928
2449538.845307 4.098815 0.072454    -2.201252
2449551.386643 2.355542 0.950415    -1.974801
2449563.927979 0.612268 0.828377    -0.611272
2449576.469315 -1.131005 0.706338     1.134727
2449589.010651 -2.874279 0.584300     2.214234
2449601.551987 -4.617552 0.462261     2.013610
2449614.093323 -6.360825 0.340222     0.714329
2449626.634659 6.180511 0.218184    -0.943804
2449639.175995 4.437237 0.096145    -2.096562
2449651.717331 2.693964 0.974107    -2.119825
2449664.258667 0.950691 0.852068    -0.937708
2449676.800003 -0.792583 0.730030     0.816988
2449689.341339 -2.535856 0.607991     2.096680
2449701.882675 -4.279130 0.485952     2.154662
2449714.424011 -6.022403 0.363914     1.021974
2449726.965347 6.518933 0.241875    -0.635895
2449739.506684 4.775660 0.119837    -1.947613
2449752.048020 3.032386 0.997798    -2.217078
2449764.589356 1.289113 0.875760    -1.241077
2449777.130692 -0.454160 0.753721     0.480315
2449789.672028 -2.197434 0.631682     1.930418
2449802.213364 -3.940707 0.509644     2.248823
2449814.754700 -5.683981 0.387605     1.309253
2449827.296036 6.857355 0.265567    -0.314391
2449839.837372 5.114082 0.143528    -1.757879
2449852.378708 3.370809 0.021489    -2.265102
2449864.920044 1.627535 0.899451    -1.514533
2449877.461380 -0.115738 0.777412     0.132903
2449890.002716 -1.859011 0.655374     1.718969
2449902.544052 -3.602285 0.533335     2.293307
2449915.085388 -5.345558 0.411297     1.569911
2449927.626724 -7.088832 0.289258     0.014262
2449940.168060 5.452504 0.167219    -1.531539
2449952.709396 3.709231 0.045181    -2.263533
2449965.250732 1.965958 0.923142    -1.752114
2449977.792068 0.222684 0.801104    -0.216804
2449990.333404 -1.520589 0.679065     1.467082
2450002.874740 -3.263862 0.557027     2.286410
2450015.416076 -5.007136 0.434988     1.798083
2450027.957412 -6.750409 0.312949     0.343442
2450040.498748 5.790927 0.190911    -1.273394
2450053.040084 4.047653 0.068872    -2.213050
2450065.581420 2.304380 0.946834    -1.948866
2450078.122756 0.561107 0.824795    -0.560380
2450090.664092 -1.182167 0.702757     1.180625
2450103.205428 -2.925440 0.580718     2.227610
2450115.746764 -4.668713 0.458679     1.988428
2450128.288100 -6.411987 0.336641     0.666452
2450140.829436 6.129349 0.214602    -0.988779
2450153.370772 4.386076 0.092564    -2.115303
2450165.912109 2.642802 0.970525    -2.100915
2450178.453445 0.899529 0.848487    -0.889659
2450190.994781 -0.843744 0.726448     0.866434
2450203.536117 -2.587018 0.604409     2.117646
2450216.077453 -4.330291 0.482371     2.136265
2450228.618789 -6.073564 0.360332     0.976614
2450241.160125 6.467772 0.238294    -0.683472
2450253.701461 4.724498 0.116255    -1.972842
2450266.242797 2.981225 0.994217    -2.205511
2450278.784133 1.237951 0.872178    -1.196975
2450291.325469 -0.505322 0.750139     0.532107
2450303.866805 -2.248595 0.628101     1.958554
2450316.408141 -3.991869 0.506062     2.237719
2450328.949477 -5.735142 0.384024     1.267381
2450341.490813 6.806194 0.261985    -0.363614
2450354.032149 5.062921 0.139946    -1.789021
2450366.573485 3.319647 0.017908    -2.261027
2450379.114821 1.576374 0.895869    -1.475359
2450391.656157 -0.166900 0.773831     0.185780
2450404.197493 -1.910173 0.651792     1.753660
2450416.738829 -3.653446 0.529754     2.289850
2450429.280165 -5.396720 0.407715     1.532451
2450441.821501 -7.139993 0.285676    -0.035621
2450454.362837 5.401343 0.163638    -1.567922
2450466.904173 3.658070 0.041599    -2.266937
2450479.445509 1.914796 0.919561    -1.718707
2450491.986845 0.171523 0.797522    -0.164124
2450504.528181 -1.571751 0.675484     1.507536
2450517.069517 -3.315024 0.553445     2.290784
2450529.610853 -5.058297 0.431406     1.765891
2450542.152189 -6.801571 0.309368     0.293909
2450554.693525 5.739765 0.187329    -1.314255
2450567.234861 3.996492 0.065291    -2.223765
2450579.776197 2.253219 0.943252    -1.921907
2450592.317534 0.509945 0.821214    -0.509160
2450604.858870 -1.233328 0.699175     1.225888
2450617.400206 -2.976602 0.577136     2.239815
2450629.941542 -4.719875 0.455098     1.962273
2450642.482878 -6.463148 0.333059     0.618281
2450655.024214 6.078188 0.211021    -1.033280
2450667.565550 4.334914 0.088982    -2.133022
2450680.106886 2.591641 0.966944    -2.080919
2450692.648222 0.848368 0.844905    -0.841107
2450705.189558 -0.894906 0.722866     0.915418
2450717.730894 -2.638179 0.600828     2.137487
2450730.272230 -4.381453 0.478789     2.116806
2450742.813566 -6.124726 0.356751     0.930810
2450755.354902 6.416610 0.234712    -0.730716
2450767.896238 4.673337 0.112674    -1.997123
2450780.437574 2.930063 0.990635    -2.192820
2450792.978910 1.186790 0.868596    -1.152210
2450805.520246 -0.556483 0.746558     0.583624
2450818.061582 -2.299757 0.624519     1.985640
2450830.602918 -4.043030 0.502481     2.225485
2450843.144254 -5.786304 0.380442     1.224921
2450855.685590 6.755032 0.258403    -0.412652
2450868.226926 5.011759 0.136365    -1.819311
2450880.768262 3.268486 0.014326    -2.255816
2450893.309598 1.525212 0.892288    -1.435382
2450905.850934 -0.218061 0.770249     0.238575
2450918.392270 -1.961334 0.648211     1.787407
2450930.933606 -3.704608 0.526172     2.285220
2450943.474942 -5.447881 0.404133     1.494267
2450956.016278 7.093455 0.282095    -0.085468
2450968.557614 5.350181 0.160056    -1.603559
2450981.098950 3.606908 0.038018    -2.269217
2450993.640286 1.863635 0.915979    -1.684381
2451006.181622 0.120361 0.793941    -0.111333
2451018.722959 -1.622912 0.671902     1.547176
2451031.264295 -3.366185 0.549863     2.293969
2451043.805631 -5.109459 0.427825     1.732851
2451056.346967 -6.852732 0.305786     0.244257
2451068.888303 5.688604 0.183748    -1.354491
2451081.429639 3.945330 0.061709    -2.233392
2451093.970975 2.202057 0.939671    -1.893936
2451106.512311 0.458784 0.817632    -0.457640
2451119.053647 -1.284490 0.695593     1.270491
2451131.594983 -3.027763 0.573555     2.250843
2451144.136319 -4.771037 0.451516     1.935160
2451156.677655 -6.514310 0.329478     0.569840
2451169.218991 6.027026 0.207439    -1.077288
2451181.760327 4.283753 0.085401    -2.149706
2451194.301663 2.540479 0.963362    -2.059844
2451206.842999 0.797206 0.841323    -0.792078
2451219.384335 -0.946067 0.719285     0.963915
2451231.925671 -2.689341 0.597246     2.156194
2451244.467007 -4.432614 0.475208     2.096297
2451257.008343 -6.175888 0.353169     0.884585
2451269.549679 6.365449 0.231130    -0.777604
2451282.091015 4.622175 0.109092    -2.020446
2451294.632351 2.878902 0.987053    -2.179010
2451307.173687 1.135628 0.865015    -1.106805
2451319.715023 -0.607645 0.742976     0.634837
2451332.256359 -2.350918 0.620938     2.011664
2451344.797695 -4.094192 0.498899     2.212131
2451357.339031 -5.837465 0.376860     1.181895
2451369.880367 6.703871 0.254822    -0.461480
2451382.421703 4.960597 0.132783    -1.848732
2451394.963039 3.217324 0.010745    -2.249470
2451407.504375 1.474051 0.888706    -1.394622
2451420.045711 -0.269223 0.766668     0.291259
2451432.587047 -2.012496 0.644629     1.820192
2451445.128384 -3.755769 0.522590     2.279424
2451457.669720 -5.499043 0.400552     1.455379
2451470.211056 7.042293 0.278513    -0.135257
2451482.752392 5.299020 0.156475    -1.638434
2451495.293728 3.555746 0.034436    -2.270370
2451507.835064 1.812473 0.912398    -1.649151
2451520.376400 0.069200 0.790359    -0.058459
2451532.917736 -1.674074 0.668320     1.585981
2451545.459072 -3.417347 0.546282     2.295967
2451558.000408 -5.160620 0.424243     1.698981
2451570.541744 -6.903894 0.302205     0.194511
2451583.083080 5.637442 0.180166    -1.394083
2451595.624416 3.894169 0.058128    -2.241923
2451608.165752 2.150895 0.936089    -1.864966
2451620.707088 0.407622 0.814050    -0.405849
2451633.248424 -1.335651 0.692012     1.314409
2451645.789760 -3.078925 0.569973     2.260692
2451658.331096 -4.822198 0.447935     1.907104
2451670.872432 -6.565471 0.325896     0.521151
2451683.413768 5.975865 0.203858    -1.120781
2451695.955104 4.232591 0.081819    -2.165348
2451708.496440 2.489318 0.959780    -2.037698
2451721.037776 0.746044 0.837742    -0.742597
2451733.579112 -0.997229 0.715703     1.011896
2451746.120448 -2.740502 0.593665     2.173759
2451758.661784 -4.483776 0.471626     2.074752
2451771.203120 -6.227049 0.349587     0.837961
2451783.744456 6.314287 0.227549    -0.824117
2451796.285792 4.571014 0.105510    -2.042797
2451808.827128 2.827740 0.983472    -2.164084
2451821.368464 1.084467 0.861433    -1.060783
2451833.909800 -0.658807 0.739395     0.685719
2451846.451136 -2.402080 0.617356     2.036612
2451858.992472 -4.145353 0.495317     2.197665
2451871.533809 -5.888627 0.373279     1.138323
2451884.075145 6.652709 0.251240    -0.510078
2451896.616481 4.909436 0.129202    -1.877270
2451909.157817 3.166163 0.007163    -2.241989
2451921.699153 1.422889 0.885125    -1.353100
2451934.240489 -0.320384 0.763086     0.343802
2451946.781825 -2.063658 0.641047     1.851997
2451959.323161 -3.806931 0.519009     2.272465
2451971.864497 -5.550204 0.396970     1.415808
2451984.405833 6.991132 0.274932    -0.184965
2451996.947169 5.247858 0.152893    -1.672529
2452009.488505 3.504585 0.030855    -2.270394
2452022.029841 1.761312 0.908816    -1.613034
2452034.571177 0.018038 0.786777    -0.005531
2452047.112513 -1.725235 0.664739     1.623930
2452059.653849 -3.468509 0.542700     2.296778
2452072.195185 -5.211782 0.420662     1.664299
2452084.736521 -6.955055 0.298623     0.144694
2452097.277857 5.586281 0.176585    -1.433012
2452109.819193 3.843007 0.054546    -2.249353
2452122.360529 2.099734 0.932507    -1.835009
2452134.901865 0.356461 0.810469    -0.353813
2452147.443201 -1.386813 0.688430     1.357619
2452159.984537 -3.130086 0.566392     2.269357
2452172.525873 -4.873360 0.444353     1.878123
2452185.067209 -6.616633 0.322315     0.472236
2452197.608545 5.924703 0.200276    -1.163739
2452210.149881 4.181430 0.078237    -2.179937
2452222.691217 2.438156 0.956199    -2.014491
2452235.232553 0.694883 0.834160    -0.692690
2452247.773889 -1.048390 0.712122     1.059335
2452260.315225 -2.791664 0.590083     2.190173
2452272.856561 -4.534937 0.468044     2.052182
2452285.397897 -6.278211 0.346006     0.790961
2452297.939234 6.263125 0.223967    -0.870232
2452310.480570 4.519852 0.101929    -2.064164
2452323.021906 2.776579 0.979890    -2.148048
2452335.563242 1.033305 0.857852    -1.014169
2452348.104578 -0.709968 0.735813     0.736240
2452360.645914 -2.453241 0.613774     2.060473
2452373.187250 -4.196515 0.491736     2.182098
2452385.728586 -5.939788 0.369697     1.094228
2452398.269922 6.601548 0.247659    -0.558422
2452410.811258 4.858274 0.125620    -1.904910
2452423.352594 3.115001 0.003582    -2.233375
2452435.893930 1.371728 0.881543    -1.310836
2452448.435266 -0.371546 0.759504     0.396175
2452460.976602 -2.114819 0.637466     1.882807
2452473.517938 -3.858092 0.515427     2.264350
2452486.059274 -5.601366 0.393389     1.375573
2452498.600610 6.939970 0.271350    -0.234569
2452511.141946 5.196697 0.149312    -1.705829
2452523.683282 3.453423 0.027273    -2.269286
