# 1- 13  F13.8 d       JD        Julian date (JD-2450000)
#15- 21  F7.4  km/s    RV        Radial velocity
#23- 28  F6.4  km/s  e_RV        Error on the radial velocity
#30- 36  F7.4  ---     logRHK    Ca II H&K lines (log(R'_HK_))
#38- 43  F6.4  ---   e_logRHK    Error on Ca II H&K lines (log(R'_HK_))
#45- 51  F7.4  km/s    BIS       CCF Bisector
8974.46441595 -6.8233 0.0015 -4.3814 0.0029  0.0181
8974.61600577 -6.8231 0.0023 -4.3827 0.0054 -0.0133
8975.51827612 -6.7910 0.0011 -4.3606 0.0020 -0.0020
8975.63956639 -6.8383 0.0035 -4.3627 0.0088 -0.0520
8976.44347286 -6.8679 0.0012 -4.3754 0.0022  0.0555
8976.65122857 -6.8755 0.0014 -4.3606 0.0029  0.0595
8977.41639792 -6.8801 0.0011 -4.3669 0.0020  0.0504
8977.62983603 -6.8708 0.0013 -4.3537 0.0026  0.0366
8978.44811542 -6.8284 0.0017 -4.3570 0.0035  0.0066
8978.59219355 -6.8245 0.0011 -4.3514 0.0019  0.0024
8979.39425788 -6.8082 0.0017 -4.3456 0.0036  0.0235
8979.62786819 -6.8181 0.0020 -4.3453 0.0046  0.0236
8983.51984327 -6.8076 0.0024 -4.3816 0.0062  0.0310
8983.56943540 -6.8009 0.0019 -4.3787 0.0045  0.0229
8985.41144889 -6.8752 0.0017 -4.3694 0.0037  0.0544
8985.55519063 -6.8792 0.0017 -4.3677 0.0037  0.0600
8986.40951622 -6.8659 0.0015 -4.3630 0.0031  0.0412
8986.57451820 -6.8615 0.0017 -4.3742 0.0038  0.0317
8988.42992979 -6.8176 0.0013 -4.3363 0.0025  0.0111
8988.58227026 -6.8182 0.0014 -4.3312 0.0028  0.0224
8989.43032134 -6.8237 0.0014 -4.3383 0.0027  0.0430
8989.58069423 -6.8362 0.0015 -4.3403 0.0031  0.0429
8990.45362751 -6.8639 0.0012 -4.3639 0.0024  0.0716
8990.60241476 -6.8737 0.0015 -4.3649 0.0031  0.0817
8992.38380996 -6.8188 0.0025 -4.3809 0.0066  0.0320
8992.46549471 -6.8067 0.0050 -4.3921 0.0175  0.0205
8993.40261228 -6.8217 0.0014 -4.3883 0.0030  0.0173
8993.44472770 -6.8237 0.0013 -4.3943 0.0027  0.0181
8993.48428541 -6.8244 0.0025 -4.3996 0.0061  0.0174
8993.52620408 -6.8265 0.0015 -4.3910 0.0031  0.0153
8993.56836579 -6.8280 0.0013 -4.3813 0.0027  0.0214
8993.60875678 -6.8300 0.0013 -4.3839 0.0028  0.0262
9007.40029000 -6.8337 0.0012 -4.3539 0.0021  0.0399
9007.50066506 -6.8371 0.0009 -4.3339 0.0015  0.0405
9007.58233770 -6.8431 0.0010 -4.3243 0.0018  0.0411
9008.39959635 -6.8577 0.0013 -4.3700 0.0025  0.0612
9008.51021374 -6.8543 0.0010 -4.3707 0.0018  0.0658
9008.58962957 -6.8576 0.0010 -4.3651 0.0019  0.0617
9009.40084674 -6.8425 0.0013 -4.3648 0.0025  0.0595
9009.50183513 -6.8361 0.0013 -4.3519 0.0026  0.0541
9019.38956783 -6.8125 0.0011 -4.3674 0.0021  0.0153
9019.45377624 -6.8125 0.0013 -4.3702 0.0025  0.0095
9026.38768335 -6.8710 0.0015 -4.3662 0.0032  0.0609
9026.50468897 -6.8710 0.0015 -4.3731 0.0031  0.0664
9027.38664056 -6.8360 0.0012 -4.3645 0.0022  0.0352
9028.40158054 -6.8129 0.0012 -4.3650 0.0022  0.0120
9028.49611091 -6.8234 0.0014 -4.3630 0.0028  0.0121
9029.39434628 -6.8836 0.0013 -4.3695 0.0025  0.0781
9037.38815359 -6.8402 0.0016 -4.3701 0.0033  0.0339
9037.50453450 -6.8479 0.0026 -4.3887 0.0071  0.0379
9038.38668478 -6.8987 0.0019 -4.3281 0.0039  0.0860
9038.52708029 -6.8918 0.0025 -4.3599 0.0072  0.0798
9039.38863040 -6.8411 0.0013 -4.3842 0.0025  0.0225
9039.51469822 -6.8335 0.0021 -4.3750 0.0052  0.0258
9040.37477881 -6.8136 0.0014 -4.3773 0.0028  0.0050
9040.47274672 -6.8129 0.0024 -4.3680 0.0062  0.0195
9050.37744444 -6.8017 0.0017 -4.3496 0.0033  0.0036
9051.39733395 -6.8496 0.0013 -4.3434 0.0023  0.0736
9054.37401342 -6.8102 0.0017 -4.3593 0.0037  0.0001
9058.40701370 -6.8006 0.0023 -4.3720 0.0056  0.0117
9059.37938790 -6.8123 0.0017 -4.3399 0.0029  0.0161
9068.36923554 -6.8414 0.0015 -4.3244 0.0024  0.0299
9070.37216797 -6.8657 0.0013 -4.3772 0.0025  0.0511
9071.38883149 -6.8280 0.0015 -4.3821 0.0034  0.0282
9075.37245446 -6.8105 0.0012 -4.3551 0.0021  0.0198
9076.36724852 -6.8042 0.0015 -4.3246 0.0030 -0.0004
9077.36882563 -6.8523 0.0013 -4.3138 0.0022  0.0600
9078.36645711 -6.8714 0.0014 -4.3125 0.0028  0.0657
9079.36222621 -6.8478 0.0023 -4.3685 0.0059  0.0469
9091.35641808 -6.8731 0.0020 -4.3801 0.0055  0.0456
9092.35503638 -6.8143 0.0027 -4.4001 0.0082  0.0040
