# epoch value error jitter offset 
 8974.464416 -4.381400  0.002900 0 0 
 8974.616006 -4.382700  0.005400 0 0 
 8975.518276 -4.360600  0.002000 0 0 
 8975.639566 -4.362700  0.008800 0 0 
 8976.443473 -4.375400  0.002200 0 0 
 8976.651229 -4.360600  0.002900 0 0 
 8977.416398 -4.366900  0.002000 0 0 
 8977.629836 -4.353700  0.002600 0 0 
 8978.448115 -4.357000  0.003500 0 0 
 8978.592194 -4.351400  0.001900 0 0 
 8979.394258 -4.345600  0.003600 0 0 
 8979.627868 -4.345300  0.004600 0 0 
 8983.519843 -4.381600  0.006200 0 0 
 8983.569435 -4.378700  0.004500 0 0 
 8985.411449 -4.369400  0.003700 0 0 
 8985.555191 -4.367700  0.003700 0 0 
 8986.409516 -4.363000  0.003100 0 0 
 8986.574518 -4.374200  0.003800 0 0 
 8988.429930 -4.336300  0.002500 0 0 
 8988.582270 -4.331200  0.002800 0 0 
 8989.430321 -4.338300  0.002700 0 0 
 8989.580694 -4.340300  0.003100 0 0 
 8990.453628 -4.363900  0.002400 0 0 
 8990.602415 -4.364900  0.003100 0 0 
 8992.383810 -4.380900  0.006600 0 0 
 8992.465495 -4.392100  0.017500 0 0 
 8993.402612 -4.388300  0.003000 0 0 
 8993.444728 -4.394300  0.002700 0 0 
 8993.484285 -4.399600  0.006100 0 0 
 8993.526204 -4.391000  0.003100 0 0 
 8993.568366 -4.381300  0.002700 0 0 
 8993.608757 -4.383900  0.002800 0 0 
 9007.400290 -4.353900  0.002100 0 0 
 9007.500665 -4.333900  0.001500 0 0 
 9007.582338 -4.324300  0.001800 0 0 
 9008.399596 -4.370000  0.002500 0 0 
 9008.510214 -4.370700  0.001800 0 0 
 9008.589630 -4.365100  0.001900 0 0 
 9009.400847 -4.364800  0.002500 0 0 
 9009.501835 -4.351900  0.002600 0 0 
 9019.389568 -4.367400  0.002100 0 0 
 9019.453776 -4.370200  0.002500 0 0 
 9026.387683 -4.366200  0.003200 0 0 
 9026.504689 -4.373100  0.003100 0 0 
 9027.386641 -4.364500  0.002200 0 0 
 9028.401581 -4.365000  0.002200 0 0 
 9028.496111 -4.363000  0.002800 0 0 
 9029.394346 -4.369500  0.002500 0 0 
 9037.388154 -4.370100  0.003300 0 0 
 9037.504534 -4.388700  0.007100 0 0 
 9038.386685 -4.328100  0.003900 0 0 
 9038.527080 -4.359900  0.007200 0 0 
 9039.388630 -4.384200  0.002500 0 0 
 9039.514698 -4.375000  0.005200 0 0 
 9040.374779 -4.377300  0.002800 0 0 
 9040.472747 -4.368000  0.006200 0 0 
 9050.377444 -4.349600  0.003300 0 0 
 9051.397334 -4.343400  0.002300 0 0 
 9054.374013 -4.359300  0.003700 0 0 
 9058.407014 -4.372000  0.005600 0 0 
 9059.379388 -4.339900  0.002900 0 0 
 9068.369236 -4.324400  0.002400 0 0 
 9070.372168 -4.377200  0.002500 0 0 
 9071.388831 -4.382100  0.003400 0 0 
 9075.372454 -4.355100  0.002100 0 0 
 9076.367249 -4.324600  0.003000 0 0 
 9077.368826 -4.313800  0.002200 0 0 
 9078.366457 -4.312500  0.002800 0 0 
 9079.362226 -4.368500  0.005900 0 0 
 9091.356418 -4.380100  0.005500 0 0 
 9092.355036 -4.400100  0.008200 0 0 
