# epoch value error jitter offset 
 9245.718207 15.900000  2.262742 0 0 
 9246.752350 20.800000  2.262742 0 0 
 9247.805313 67.200000  1.697056 0 0 
 9258.725156  7.500000  2.121320 0 0 
 9276.706138  4.200000  1.697056 0 0 
 9288.631172 24.400000  1.414214 0 0 
 9289.629132 28.000000  1.555635 0 0 
 9297.532939 33.200000  2.404163 0 0 
 9298.670517 18.100000  2.121320 0 0 
 9304.550139 27.200000  3.818377 0 0 
 9305.556355 14.500000  2.828427 0 0 
 9305.566563  6.600000  4.242641 0 0 
 9307.573064  9.200000  1.414214 0 0 
 9315.564613 46.800000  1.555635 0 0 
 9322.420661 51.800000  1.979899 0 0 
 9322.716091 30.000000  4.666905 0 0 
 9323.419205 -3.000000  2.687006 0 0 
 9323.547395 -3.700000  2.828427 0 0 
 9324.383559 43.900000  2.545584 0 0 
 9324.433129 37.400000  3.111270 0 0 
 9324.477329 30.900000  3.111270 0 0 
 9324.523856 33.600000  3.111270 0 0 
 9324.568530 34.400000  3.252691 0 0 
 9324.612869 35.100000  2.262742 0 0 
 9324.656351 29.500000  2.121320 0 0 
 9324.702970 31.800000  3.252691 0 0 
 9325.401082 10.100000  1.838478 0 0 
 9325.534550 14.700000  1.697056 0 0 
 9326.367229 76.300000  1.697056 0 0 
 9326.409554 74.300000  1.555635 0 0 
 9326.451323 80.100000  1.414214 0 0 
 9326.494851 80.400000  1.697056 0 0 
 9326.538334 78.500000  1.697056 0 0 
 9326.604118 80.500000  1.697056 0 0 
 9326.648156 74.200000  1.555635 0 0 
 9327.423579 41.100000  1.414214 0 0 
 9327.551630 30.600000  1.414214 0 0 
 9328.472683 -9.200000  3.111270 0 0 
 9328.653047 -5.400000  7.495332 0 0 
 9330.493542 73.300000  1.697056 0 0 
 9330.635365 65.400000  2.262742 0 0 
 9332.540518 11.300000  1.414214 0 0 
 9332.668881  8.400000  2.545584 0 0 
 9336.617630 26.700000  2.121320 0 0 
 9338.437603 49.500000  1.555635 0 0 
 9338.523259 51.400000  2.121320 0 0 
 9342.470563 16.800000  2.404163 0 0 
 9342.603520 19.300000  3.959798 0 0 
 9343.482282 20.900000  2.687006 0 0 
 9343.615771 29.800000  4.666905 0 0 
 9344.521360 55.400000  2.545584 0 0 
 9344.653945 37.200000  3.676955 0 0 
 9345.428568 34.700000  2.969848 0 0 
 9345.582345 23.300000  2.828427 0 0 
 9346.408180  8.000000  2.545584 0 0 
 9346.452101 13.100000  2.121320 0 0 
 9346.521704  0.000000  2.404163 0 0 
 9346.611421  9.100000  3.535534 0 0 
 9346.642704  8.600000  4.242641 0 0 
 9346.695849  6.100000  5.656854 0 0 
 9359.406026 49.300000  5.232590 0 0 
 9360.456642 15.700000  1.838478 0 0 
 9360.573868  5.100000  2.828427 0 0 
 9361.395992 52.300000  1.838478 0 0 
 9362.456815 38.100000  2.969848 0 0 
 9362.573590 31.900000  1.838478 0 0 
 9363.421799 37.900000  1.555635 0 0 
 9363.561616 36.200000  1.979899 0 0 
 9364.422301 23.100000  1.979899 0 0 
 9364.558924 16.600000  2.404163 0 0 
 9365.542760 76.700000  2.121320 0 0 
 9366.457583 49.000000  1.697056 0 0 
 9366.569983 44.400000  2.262742 0 0 
 9367.458130 15.800000  1.555635 0 0 
 9377.430364 38.800000  1.555635 0 0 
 9379.403177 48.400000  1.697056 0 0 
 9380.443810 34.700000  2.545584 0 0 
 9388.459621 41.600000  1.555635 0 0 
 9390.470081 -16.500000  1.838478 0 0 
 9413.461899 47.500000  5.374012 0 0 
 9417.421868 22.900000  1.414214 0 0 
 9418.443553 25.200000  5.939697 0 0 
 9428.430099 40.900000  2.969848 0 0 
 9430.414054 13.600000  2.545584 0 0 
 9431.406120 31.700000  5.091169 0 0 
 9443.379406 44.000000  3.818377 0 0 
 9445.362727 -4.900000  2.121320 0 0 
 9446.378891 81.600000  2.262742 0 0 
 9447.394049  9.100000  2.687006 0 0 
 9448.381836 24.000000  1.838478 0 0 
