# epoch value error jitter offset 
 8974.464416 18.100000  2.121320 0 0 
 8974.616006 -13.300000  3.252691 0 0 
 8975.518276 -2.000000  1.555635 0 0 
 8975.639566 -52.000000  4.949747 0 0 
 8976.443473 55.500000  1.697056 0 0 
 8976.651229 59.500000  1.979899 0 0 
 8977.416398 50.400000  1.555635 0 0 
 8977.629836 36.600000  1.838478 0 0 
 8978.448115  6.600000  2.404163 0 0 
 8978.592194  2.400000  1.555635 0 0 
 8979.394258 23.500000  2.404163 0 0 
 8979.627868 23.600000  2.828427 0 0 
 8983.519843 31.000000  3.394113 0 0 
 8983.569435 22.900000  2.687006 0 0 
 8985.411449 54.400000  2.404163 0 0 
 8985.555191 60.000000  2.404163 0 0 
 8986.409516 41.200000  2.121320 0 0 
 8986.574518 31.700000  2.404163 0 0 
 8988.429930 11.100000  1.838478 0 0 
 8988.582270 22.400000  1.979899 0 0 
 8989.430321 43.000000  1.979899 0 0 
 8989.580694 42.900000  2.121320 0 0 
 8990.453628 71.600000  1.697056 0 0 
 8990.602415 81.700000  2.121320 0 0 
 8992.383810 32.000000  3.535534 0 0 
 8992.465495 20.500000  7.071068 0 0 
 8993.402612 17.300000  1.979899 0 0 
 8993.444728 18.100000  1.838478 0 0 
 8993.484285 17.400000  3.535534 0 0 
 8993.526204 15.300000  2.121320 0 0 
 8993.568366 21.400000  1.838478 0 0 
 8993.608757 26.200000  1.838478 0 0 
 9007.400290 39.900000  1.697056 0 0 
 9007.500665 40.500000  1.272792 0 0 
 9007.582338 41.100000  1.414214 0 0 
 9008.399596 61.200000  1.838478 0 0 
 9008.510214 65.800000  1.414214 0 0 
 9008.589630 61.700000  1.414214 0 0 
 9009.400847 59.500000  1.838478 0 0 
 9009.501835 54.100000  1.838478 0 0 
 9019.389568 15.300000  1.555635 0 0 
 9019.453776  9.500000  1.838478 0 0 
 9026.387683 60.900000  2.121320 0 0 
 9026.504689 66.400000  2.121320 0 0 
 9027.386641 35.200000  1.697056 0 0 
 9028.401581 12.000000  1.697056 0 0 
 9028.496111 12.100000  1.979899 0 0 
 9029.394346 78.100000  1.838478 0 0 
 9037.388154 33.900000  2.262742 0 0 
 9037.504534 37.900000  3.676955 0 0 
 9038.386685 86.000000  2.687006 0 0 
 9038.527080 79.800000  3.535534 0 0 
 9039.388630 22.500000  1.838478 0 0 
 9039.514698 25.800000  2.969848 0 0 
 9040.374779  5.000000  1.979899 0 0 
 9040.472747 19.500000  3.394113 0 0 
 9050.377444  3.600000  2.404163 0 0 
 9051.397334 73.600000  1.838478 0 0 
 9054.374013  0.100000  2.404163 0 0 
 9058.407014 11.700000  3.252691 0 0 
 9059.379388 16.100000  2.404163 0 0 
 9068.369236 29.900000  2.121320 0 0 
 9070.372168 51.100000  1.838478 0 0 
 9071.388831 28.200000  2.121320 0 0 
 9075.372454 19.800000  1.697056 0 0 
 9076.367249 -0.400000  2.121320 0 0 
 9077.368826 60.000000  1.838478 0 0 
 9078.366457 65.700000  1.979899 0 0 
 9079.362226 46.900000  3.252691 0 0 
 9091.356418 45.600000  2.828427 0 0 
 9092.355036  4.000000  3.818377 0 0 
