# epoch value error jitter offset 
 8974.464416 -6823.300000  1.500000 0 0 
 8974.616006 -6823.100000  2.300000 0 0 
 8975.518276 -6791.000000  1.100000 0 0 
 8975.639566 -6838.300000  3.500000 0 0 
 8976.443473 -6867.900000  1.200000 0 0 
 8976.651229 -6875.500000  1.400000 0 0 
 8977.416398 -6880.100000  1.100000 0 0 
 8977.629836 -6870.800000  1.300000 0 0 
 8978.448115 -6828.400000  1.700000 0 0 
 8978.592194 -6824.500000  1.100000 0 0 
 8979.394258 -6808.200000  1.700000 0 0 
 8979.627868 -6818.100000  2.000000 0 0 
 8983.519843 -6807.600000  2.400000 0 0 
 8983.569435 -6800.900000  1.900000 0 0 
 8985.411449 -6875.200000  1.700000 0 0 
 8985.555191 -6879.200000  1.700000 0 0 
 8986.409516 -6865.900000  1.500000 0 0 
 8986.574518 -6861.500000  1.700000 0 0 
 8988.429930 -6817.600000  1.300000 0 0 
 8988.582270 -6818.200000  1.400000 0 0 
 8989.430321 -6823.700000  1.400000 0 0 
 8989.580694 -6836.200000  1.500000 0 0 
 8990.453628 -6863.900000  1.200000 0 0 
 8990.602415 -6873.700000  1.500000 0 0 
 8992.383810 -6818.800000  2.500000 0 0 
 8992.465495 -6806.700000  5.000000 0 0 
 8993.402612 -6821.700000  1.400000 0 0 
 8993.444728 -6823.700000  1.300000 0 0 
 8993.484285 -6824.400000  2.500000 0 0 
 8993.526204 -6826.500000  1.500000 0 0 
 8993.568366 -6828.000000  1.300000 0 0 
 8993.608757 -6830.000000  1.300000 0 0 
 9007.400290 -6833.700000  1.200000 0 0 
 9007.500665 -6837.100000  0.900000 0 0 
 9007.582338 -6843.100000  1.000000 0 0 
 9008.399596 -6857.700000  1.300000 0 0 
 9008.510214 -6854.300000  1.000000 0 0 
 9008.589630 -6857.600000  1.000000 0 0 
 9009.400847 -6842.500000  1.300000 0 0 
 9009.501835 -6836.100000  1.300000 0 0 
 9019.389568 -6812.500000  1.100000 0 0 
 9019.453776 -6812.500000  1.300000 0 0 
 9026.387683 -6871.000000  1.500000 0 0 
 9026.504689 -6871.000000  1.500000 0 0 
 9027.386641 -6836.000000  1.200000 0 0 
 9028.401581 -6812.900000  1.200000 0 0 
 9028.496111 -6823.400000  1.400000 0 0 
 9029.394346 -6883.600000  1.300000 0 0 
 9037.388154 -6840.200000  1.600000 0 0 
 9037.504534 -6847.900000  2.600000 0 0 
 9038.386685 -6898.700000  1.900000 0 0 
 9038.527080 -6891.800000  2.500000 0 0 
 9039.388630 -6841.100000  1.300000 0 0 
 9039.514698 -6833.500000  2.100000 0 0 
 9040.374779 -6813.600000  1.400000 0 0 
 9040.472747 -6812.900000  2.400000 0 0 
 9050.377444 -6801.700000  1.700000 0 0 
 9051.397334 -6849.600000  1.300000 0 0 
 9054.374013 -6810.200000  1.700000 0 0 
 9058.407014 -6800.600000  2.300000 0 0 
 9059.379388 -6812.300000  1.700000 0 0 
 9068.369236 -6841.400000  1.500000 0 0 
 9070.372168 -6865.700000  1.300000 0 0 
 9071.388831 -6828.000000  1.500000 0 0 
 9075.372454 -6810.500000  1.200000 0 0 
 9076.367249 -6804.200000  1.500000 0 0 
 9077.368826 -6852.300000  1.300000 0 0 
 9078.366457 -6871.400000  1.400000 0 0 
 9079.362226 -6847.800000  2.300000 0 0 
 9091.356418 -6873.100000  2.000000 0 0 
 9092.355036 -6814.300000  2.700000 0 0 
