 2294.447619     1.006306     0.003252 0 -1 -1 
 2294.450929     1.000411     0.003225 0 -1 -1 
 2294.453221     0.996036     0.003221 0 -1 -1 
 2294.455466     0.990178     0.003220 0 -1 -1 
 2294.457850     0.999005     0.003215 0 -1 -1 
 2294.460732     1.003512     0.003212 0 -1 -1 
 2294.463811     1.003057     0.003208 0 -1 -1 
 2294.466820     1.001946     0.003214 0 -1 -1 
 2294.469644     0.997251     0.003217 0 -1 -1 
 2294.471450     0.998321     0.003222 0 -1 -1 
 2294.473255     1.002772     0.003212 0 -1 -1 
 2294.475651     1.001857     0.003227 0 -1 -1 
 2294.477445     1.001028     0.003218 0 -1 -1 
 2294.479251     1.001503     0.003217 0 -1 -1 
 2294.481056     0.996438     0.003216 0 -1 -1 
 2294.482862     0.999902     0.003211 0 -1 -1 
 2294.484679     0.999400     0.003211 0 -1 -1 
 2294.486461     0.998137     0.003212 0 -1 -1 
 2294.488301     1.000609     0.003215 0 -1 -1 
 2294.491068     1.003199     0.003226 0 -1 -1 
 2294.493973     0.995455     0.003215 0 -1 -1 
 2294.496692     0.998859     0.003237 0 -1 -1 
 2294.498521     0.998570     0.003225 0 -1 -1 
 2294.500303     1.001245     0.003225 0 -1 -1 
 2294.502132     1.000492     0.003221 0 -1 -1 
 2294.504597     1.002893     0.003232 0 -1 -1 
 2294.506391     1.001549     0.003230 0 -1 -1 
 2294.508208     1.002288     0.003229 0 -1 -1 
 2294.510049     0.998866     0.003218 0 -1 -1 
 2294.511889     1.003010     0.003228 0 -1 -1 
 2294.513694     0.998478     0.003232 0 -1 -1 
 2294.516160     0.996549     0.003223 0 -1 -1 
 2294.517965     1.000359     0.003234 0 -1 -1 
 2294.519805     1.000518     0.003230 0 -1 -1 
 2294.521623     1.000979     0.003231 0 -1 -1 
 2294.524030     0.993406     0.003224 0 -1 -1 
 2294.525847     0.996289     0.003226 0 -1 -1 
 2294.527618     0.997018     0.003225 0 -1 -1 
 2294.529435     0.994576     0.003225 0 -1 -1 
 2294.531229     0.993916     0.003231 0 -1 -1 
 2294.533706     0.990129     0.003263 0 -1 -1 
 2294.536148     0.996617     0.003235 0 -1 -1 
 2294.538590     0.991824     0.003220 0 -1 -1 
 2294.540372     0.995679     0.003234 0 -1 -1 
 2294.542212     0.991815     0.003228 0 -1 -1 
 2294.544678     0.995841     0.003237 0 -1 -1 
 2294.547120     0.995191     0.003245 0 -1 -1 
 2294.548914     0.998874     0.003237 0 -1 -1 
 2294.551367     0.996924     0.003237 0 -1 -1 
 2294.553821     0.995607     0.003245 0 -1 -1 
 2294.556298     0.996089     0.003226 0 -1 -1 
 2294.558717     0.998727     0.003250 0 -1 -1 
 2294.561298     0.995518     0.003260 0 -1 -1 
 2294.563879     0.999197     0.003253 0 -1 -1 
 2294.566691     0.996763     0.003244 0 -1 -1 
 2294.569631     1.001128     0.003251 0 -1 -1 
 2294.572848     0.999117     0.003251 0 -1 -1 
 2294.576170     0.999641     0.003240 0 -1 -1 
 2294.580198     0.998469     0.003268 0 -1 -1 
 2294.584307     1.003429     0.003253 0 -1 -1 
 2294.588728     0.997667     0.003254 0 -1 -1 
 2294.593392     0.997611     0.003272 0 -1 -1 
 2294.598438     1.000661     0.003253 0 -1 -1 
 2294.603519     0.996802     0.003216 0 -1 -1 
 2294.608646     0.997654     0.003222 0 -1 -1 
 2294.613716     0.993974     0.003206 0 -1 -1 
 2294.618808     1.000906     0.003228 0 -1 -1 
 2294.623947     0.998914     0.003221 0 -1 -1 
 2294.629040     0.996167     0.003224 0 -1 -1 
 2294.634074     1.001948     0.003227 0 -1 -1 
 2294.639120     1.000640     0.003220 0 -1 -1 
 2294.641574     1.000224     0.003227 0 -1 -1 
 2294.644074     0.999405     0.003258 0 -1 -1 
 2294.646516     1.000767     0.003237 0 -1 -1 
 2294.648958     0.999766     0.003235 0 -1 -1 
 2294.650764     1.002406     0.003242 0 -1 -1 
 2294.653241     1.003276     0.003239 0 -1 -1 
 2294.655671     1.003557     0.003242 0 -1 -1 
 2294.657511     0.999045     0.003232 0 -1 -1 
 2294.662129     1.000847     0.003235 0 -1 -1 
 2294.665104     0.998826     0.003222 0 -1 -1 
 2294.667951     1.002286     0.003232 0 -1 -1 
 2294.670775     0.996562     0.003224 0 -1 -1 
 2294.673645     0.999354     0.003245 0 -1 -1 
 2294.676458     1.000902     0.003232 0 -1 -1 
 2294.681527     1.000582     0.003225 0 -1 -1 
 2294.686608     1.002726     0.003231 0 -1 -1 
 2294.691782     0.999675     0.003224 0 -1 -1 
 2294.696874     1.000479     0.003225 0 -1 -1 
 2294.702013     1.002876     0.003226 0 -1 -1 
