 1683.363877     0.991694     0.000413 0 -1 -1 
 1683.384710     0.992607     0.000413 0 -1 -1 
 1683.405543     0.992714     0.000413 0 -1 -1 
 1683.426376     0.992823     0.000413 0 -1 -1 
 1683.447209     0.993396     0.000413 0 -1 -1 
 1683.468042     0.997760     0.000412 0 -1 -1 
 1683.488875     1.000592     0.000411 0 -1 -1 
 1683.509708     0.999706     0.000412 0 -1 -1 
 1683.530541     0.999840     0.000412 0 -1 -1 
 1683.551374     0.999363     0.000412 0 -1 -1 
 1683.572207     1.000500     0.000412 0 -1 -1 
 1683.593039     1.000288     0.000412 0 -1 -1 
 1683.613872     0.999997     0.000412 0 -1 -1 
 1687.155483     0.999884     0.000412 0 -1 -1 
 1687.176316     1.000225     0.000411 0 -1 -1 
 1687.197149     1.000401     0.000411 0 -1 -1 
 1687.217982     1.000144     0.000411 0 -1 -1 
 1687.238815     0.999708     0.000412 0 -1 -1 
 1687.259648     1.000445     0.000411 0 -1 -1 
 1687.280481     0.999515     0.000412 0 -1 -1 
 1690.467936     1.000118     0.000412 0 -1 -1 
 1690.488770     1.000488     0.000412 0 -1 -1 
 1690.530436     0.999406     0.000412 0 -1 -1 
 1690.551269     1.000072     0.000412 0 -1 -1 
 1690.572102     0.999902     0.000412 0 -1 -1 
 1690.613768     0.995936     0.000413 0 -1 -1 
 1690.634601     0.993269     0.000413 0 -1 -1 
 1690.655434     0.991717     0.000414 0 -1 -1 
 1690.676267     0.992015     0.000414 0 -1 -1 
 1690.717933     0.992349     0.000414 0 -1 -1 
 1690.738766     0.991506     0.000414 0 -1 -1 
 1690.801265     1.000000     0.000412 0 -1 -1 
 1694.113725     1.000781     0.000412 0 -1 -1 
 1694.134558     0.999081     0.000412 0 -1 -1 
 1694.155392     1.000613     0.000412 0 -1 -1 
 1694.176225     1.000877     0.000412 0 -1 -1 
 1694.197058     1.000371     0.000412 0 -1 -1 
 1694.217891     1.000537     0.000412 0 -1 -1 
 1694.238724     0.999458     0.000412 0 -1 -1 
 1694.259557     1.000785     0.000412 0 -1 -1 
 1694.280390     0.995800     0.000413 0 -1 -1 
 1694.301223     0.994162     0.000413 0 -1 -1 
 1694.322056     0.992540     0.000414 0 -1 -1 
 1694.342890     0.992549     0.000414 0 -1 -1 
 1694.363723     0.992886     0.000414 0 -1 -1 
 1694.384556     0.992399     0.000414 0 -1 -1 
 1694.405389     0.993144     0.000414 0 -1 -1 
 1694.426222     0.994697     0.000413 0 -1 -1 
 1694.447055     0.998033     0.000413 0 -1 -1 
 1694.467888     0.999463     0.000412 0 -1 -1 
 1694.488721     0.999646     0.000412 0 -1 -1 
 1694.509554     1.000639     0.000412 0 -1 -1 
 1694.530387     1.000374     0.000412 0 -1 -1 
 1694.551221     0.999950     0.000412 0 -1 -1 
 1694.572054     0.999332     0.000412 0 -1 -1 
 1694.592887     1.000609     0.000412 0 -1 -1 
 1697.780352     0.999777     0.000412 0 -1 -1 
 1697.801186     0.999745     0.000412 0 -1 -1 
 1697.822019     1.000521     0.000412 0 -1 -1 
 1697.842852     0.999810     0.000412 0 -1 -1 
 1697.863685     1.000810     0.000412 0 -1 -1 
 1697.884518     1.000319     0.000412 0 -1 -1 
 1697.926184     0.997875     0.000412 0 -1 -1 
 1697.947017     0.993083     0.000413 0 -1 -1 
 1701.446980     0.999570     0.000412 0 -1 -1 
 1701.467813     0.999838     0.000412 0 -1 -1 
 1701.488646     0.999934     0.000412 0 -1 -1 
 1701.509480     1.000329     0.000412 0 -1 -1 
 1701.530313     1.000170     0.000412 0 -1 -1 
 1701.551146     1.000378     0.000412 0 -1 -1 
 1701.571979     0.999163     0.000412 0 -1 -1 
 1701.592812     0.996553     0.000412 0 -1 -1 
 1701.613645     0.993429     0.000413 0 -1 -1 
 1701.655312     0.992430     0.000413 0 -1 -1 
 1701.676145     0.991206     0.000414 0 -1 -1 
 1701.696978     0.992484     0.000413 0 -1 -1 
 1701.717811     0.992386     0.000413 0 -1 -1 
 1701.738644     0.993410     0.000413 0 -1 -1 
 1701.759477     0.996208     0.000413 0 -1 -1 
 1701.780310     1.000643     0.000412 0 -1 -1 
 1701.801144     1.000076     0.000412 0 -1 -1 
 1701.821977     1.000285     0.000412 0 -1 -1 
 1701.842810     0.999632     0.000412 0 -1 -1 
 1701.863643     0.999490     0.000412 0 -1 -1 
 1701.884476     0.999954     0.000412 0 -1 -1 
 1701.905309     0.999843     0.000412 0 -1 -1 
 1701.926142     1.000340     0.000412 0 -1 -1 
 1705.092783     1.000000     0.000412 0 -1 -1 
 1705.301114     0.991174     0.000414 0 -1 -1 
 1705.321948     0.990656     0.000414 0 -1 -1 
 1705.363614     0.991689     0.000414 0 -1 -1 
 1705.384447     0.991737     0.000414 0 -1 -1 
 1705.405280     0.992112     0.000413 0 -1 -1 
 1705.426113     0.997105     0.000412 0 -1 -1 
 1705.446947     1.000000     0.000412 0 -1 -1 
 1705.467780     0.999440     0.000412 0 -1 -1 
 1705.488613     0.998343     0.000412 0 -1 -1 
 1705.509446     1.000094     0.000412 0 -1 -1 
 1705.530279     1.000166     0.000412 0 -1 -1 
 1705.551113     0.999482     0.000412 0 -1 -1 
 1705.571946     1.000541     0.000412 0 -1 -1 
 1708.759426     0.998863     0.000412 0 -1 -1 
 1708.780259     1.000776     0.000412 0 -1 -1 
 1708.801092     1.000187     0.000412 0 -1 -1 
 1708.821926     0.999439     0.000412 0 -1 -1 
 1708.842759     1.001230     0.000412 0 -1 -1 
 1708.863592     0.999871     0.000412 0 -1 -1 
 1708.884425     0.999302     0.000412 0 -1 -1 
 1708.905258     0.998218     0.000412 0 -1 -1 
 1708.926092     0.992409     0.000414 0 -1 -1 
 1708.946925     0.993388     0.000414 0 -1 -1 
 1708.967758     0.993432     0.000414 0 -1 -1 
 1708.988591     0.992762     0.000414 0 -1 -1 
 1709.009425     0.991953     0.000414 0 -1 -1 
 1709.030258     0.993517     0.000413 0 -1 -1 
 1709.051091     0.992515     0.000414 0 -1 -1 
 1709.071924     0.993023     0.000414 0 -1 -1 
 1709.092758     0.999095     0.000412 0 -1 -1 
