2.706025928358576360e-01,2.861745477711392094e-01,4.031976310701375077e-01,4.965874226594232388e-01,7.242644648815558250e-01,1.636183703835727976e-01,1.727834748090116834e-01,6.733257688756284498e-01,4.448164519024739305e-01,3.733158689941600827e-01,9.459299554269891275e-03,4.999562249680400416e-01
6.002832365065432496e-01,4.027976568439894933e-01,1.379644174633364861e-01,4.813808749113431817e-01,2.714939587093719298e-01,9.770279432007592524e-01,5.038462898667178669e-02,7.261788138878220167e-01,6.363552579602189674e-01,5.400905974879607330e-01,9.123411870126630144e-03,4.999417308267904980e-01
4.698904033276855574e-01,3.910509458655611059e-01,6.636739104352501473e-02,5.797436149268059280e-01,2.544502518161469995e-01,3.866596757285979402e-01,2.170955105221062387e-01,3.642373268492257177e-01,8.691440945382233885e-01,5.055722296425437801e-01,1.022303010438644494e-02,4.999530988364137563e-01
3.812026245977837569e-01,5.658445583203164375e-01,4.608445352517871463e-01,1.604253897752707658e-01,1.638447780813623300e-03,5.387088260972074938e-01,3.487466616047671386e-01,7.540566947152902433e-01,3.963981269764150772e-01,5.245033519605831751e-01,8.680012402512995995e-03,4.999502371873544293e-01
4.262300302570246613e-01,3.605498729257615165e-01,3.328369931199663956e-01,1.605779197392753765e-01,8.735687450024374190e-01,3.918191500804275584e-01,4.513831962325948743e-01,3.134606556023425972e-01,7.732626544915393030e-01,1.701830612574500856e-02,8.759902660233461619e-03,4.999324813353569485e-01
4.493959042577059249e-01,3.686461540862234765e-01,4.842673519980618124e-01,4.238132826153305222e-01,6.506502397653866065e-01,5.234651052044622110e-01,4.143170252800441045e-01,1.642450707898072126e-01,6.886154652810371202e-01,5.331022745093234594e-01,9.743987831956334514e-03,4.999684932723328923e-01
8.043821148863028458e-01,3.119299160184413888e-01,2.976395465186775224e-01,4.562559531654837852e-01,1.347311876564011301e-02,2.243113544729287701e-01,1.261869953745907158e-01,4.874272379615290363e-01,4.869630445970010713e-01,4.229104276926285433e-01,9.744339858720514266e-03,4.999556393548080235e-01
2.036759314309966595e-01,3.652505688895055780e-01,8.716628009140297006e-01,5.873023599835601738e-01,9.404317011374632163e-01,8.490072861240988145e-01,3.563922135927788393e-01,4.794536605387598183e-01,8.074251352213687172e-01,8.378399745859834713e-01,9.120272134636354597e-03,4.999365839502040720e-01
7.570272776672961612e-01,3.722178741172244565e-01,6.548167435841258932e-01,6.480939961704832442e-01,2.956543291314378541e-02,8.376887947550377689e-01,2.560902754285482863e-01,4.909271175085491712e-01,2.534650067843144949e-01,8.949622724402948037e-01,9.687351405079050459e-03,4.999628238720020268e-01
3.946037332690376376e-01,2.318376021563861578e-02,5.859727696550925957e-01,6.319085326207652953e-01,4.140774552045783929e-01,9.126731909594055780e-01,3.995612835557494913e-01,8.276526514891280328e-01,4.172394234333460794e-01,3.713305105785286164e-02,9.539176620984479021e-03,4.999246265037878278e-01
3.254394304483561040e-01,2.950773186489840660e-01,5.734251672712851189e-01,5.724975308042855593e-01,4.120934566479929617e-01,3.761902360288144065e-01,1.130711837926745428e-01,2.833624894131580030e-01,5.488737308422545480e-01,1.852011329706030884e-01,8.767306881450175754e-03,4.999608212736809110e-01
5.699793699785307144e-01,1.199501494606069474e-01,7.823512956552474140e-01,7.616104294182258760e-01,8.111699487732710878e-01,4.987418460268108200e-01,3.444429887784308253e-01,7.705202653503446797e-01,1.926312689226225561e-01,6.864590245899099274e-01,9.671037969203960527e-03,4.999319223948483493e-01
6.281292536877185473e-01,1.234346452636969627e-01,3.731567340085762963e-01,9.414261481120638209e-01,7.565781743084424305e-01,9.147392735036274924e-02,3.607240760297740767e-01,7.142019535520650608e-01,4.948697739729517875e-01,7.303447082497539489e-01,9.404542053707257501e-03,4.999574381550249691e-01
1.498062483497123454e-01,5.052110932886830774e-01,7.341349748821368593e-02,6.349853844561725857e-01,5.843623782744336026e-01,2.224346966202649378e-01,6.079760996066367884e-01,5.189343888674016192e-01,6.039833449656090147e-01,6.134703196469656339e-01,1.030260434387901373e-02,4.999278370644231750e-01
