#epoch value error jitter_flag offset_flag
  59333.170022       -1.139     0.16   0   0
  59333.173022       -0.134     0.16   0   0
  59333.174022       0.515      0.16   0   0
  59334.195022       1.258      0.16   0   0
  59334.199022       2.536      0.16   0   0
  59334.200022       2.514      0.16   0   0
  59335.191022       -0.670     0.16   0   0
  59335.193022       -0.286     0.16   0   0
  59335.194022       -0.432     0.16   0   0
  59336.256022       -2.290     0.16   0   0
  59336.258022       -5.600     0.16   0   0
  59336.260022       -4.192     0.16   0   0
  59337.143022       1.286      0.16   0   0
  59337.145022       1.387      0.16   0   0
  59337.146022       1.540      0.16   0   0
  59338.236022       -4.226     0.16   0   0
  59338.238022       -4.274     0.16   0   0
  59338.240022       -4.223     0.16   0   0
  59339.159022       -1.010     0.16   0   0
  59339.160022       1.373      0.16   0   0
  59339.161022       1.886      0.16   0   0
  59340.160022       4.988      0.16   0   0
  59340.162022       1.454      0.16   0   0
  59340.165022       3.893      0.16   0   0
  59341.153022       -1.550     0.16   0   0
  59341.154022       0.206      0.16   0   0
  59341.155022       -2.623     0.16   0   0
  59343.263022       0.927      0.16   0   0
  59343.268022       1.095      0.16   0   0
  59343.271022       1.982      0.16   0   0
  59344.197022       0.584      0.16   0   0
  59344.199022       -0.833     0.16   0   0
  59344.200022       0.594      0.16   0   0
  59345.303022       1.028      0.16   0   0
  59345.305022       2.126      0.16   0   0
  59345.309022       3.731      0.16   0   0
  59346.243022       -1.198     0.16   0   0
  59346.244022       -1.391     0.16   0   0
  59346.247022       -1.857     0.16   0   0
  59347.181022       -1.819     0.16   0   0
  59347.182022       -1.296     0.16   0   0
  59347.183022       -2.710     0.16   0   0
  59348.175022       2.066      0.16   0   0
  59348.176022       0.350      0.16   0   0
  59348.177022       1.552      0.16   0   0
  59349.164022       1.344      0.16   0   0
  59349.166022       2.583      0.16   0   0
  59349.167022       3.041      0.16   0   0
  59350.332022       -3.167     0.16   0   0
  59350.334022       -2.190     0.16   0   0
  59350.335022       -2.961     0.16   0   0
  59351.292022       0.075      0.16   0   0
  59351.293022       0.796      0.16   0   0
  59351.294022       -1.160     0.16   0   0
  59352.321022       -3.963     0.16   0   0
  59352.323022       -1.723     0.16   0   0
  59352.325022       -3.988     0.16   0   0
  59353.239022       -0.612     0.16   0   0
  59353.241022       -0.719     0.16   0   0
  59353.242022       -0.676     0.16   0   0
  59355.273022       0.741      0.16   0   0
  59355.277022       -0.179     0.16   0   0
  59355.281022       -3.089     0.16   0   0
  59356.227022       -0.545     0.16   0   0
  59356.230022       -0.907     0.16   0   0
  59356.232022       -0.974     0.16   0   0
  59357.201022       3.812      0.16   0   0
  59357.202022       1.059      0.16   0   0
  59357.205022       3.301      0.16   0   0
  59358.219022       2.515      0.16   0   0
  59358.220022       2.682      0.16   0   0
  59358.223022       4.837      0.16   0   0
  59359.157022       1.181      0.16   0   0
  59359.158022       -0.235     0.16   0   0
  59359.159022       -0.132     0.16   0   0
