5917.782841   -11493.2  6.0   0  0  -1
5921.844512   -11635.7  6.1   0  0  -1
5976.744296   -11502.0  6.9   0  0  -1
5977.710925   -11501.1  6.4   0  0  -1
5978.620829   -11515.4  6.4   0  0  -1
5979.532352   -11570.8  8.0   0  0  -1
5979.655404   -11566.7  7.0   0  0  -1
5981.675429   -11656.0  6.9   0  0  -1
5982.603035   -11640.5  6.4   0  0  -1 
5983.672845   -11588.1  5.8   0  0  -1
5984.705456   -11519.3  6.0   0  0  -1
5985.733632   -11502.4  6.5   0  0  -1
5986.727734   -11532.2  5.9   0  0  -1
5994.538504   -11502.2  6.7   0  0  -1
5996.537792   -11614.6  6.7   0  0  -1
5997.552630   -11656.4  6.4   0  0  -1
5999.563727   -11638.6  6.2   0  0  -1
6000.537753   -11587.9  6.4   0  0  -1
6003.546822   -11520.7  8.2   0  0  -1
6004.564579   -11561.1  6.6   0  0  -1
