# time flux flux_error jitter offset subset 
       10.238302  1.00041 0.00050 0 -1 -1 
       10.239691  0.99970 0.00050 0 -1 -1 
       10.241080  0.99982 0.00050 0 -1 -1 
       10.242469  1.00016 0.00050 0 -1 -1 
       10.243858  1.00006 0.00050 0 -1 -1 
       10.245246  0.99996 0.00050 0 -1 -1 
       10.246635  0.99986 0.00050 0 -1 -1 
       10.248024  1.00043 0.00050 0 -1 -1 
       10.249413  0.99957 0.00050 0 -1 -1 
       10.250802  1.00025 0.00050 0 -1 -1 
       10.252191  0.99957 0.00050 0 -1 -1 
       10.253580  0.99969 0.00050 0 -1 -1 
       10.254969  1.00030 0.00050 0 -1 -1 
       10.256358  1.00065 0.00050 0 -1 -1 
       10.257746  0.99957 0.00050 0 -1 -1 
       10.259135  1.00054 0.00050 0 -1 -1 
       10.260524  1.00008 0.00050 0 -1 -1 
       10.261913  0.99934 0.00050 0 -1 -1 
       10.263302  0.99958 0.00050 0 -1 -1 
       10.264691  0.99939 0.00050 0 -1 -1 
       10.266080  0.99943 0.00050 0 -1 -1 
       10.267469  1.00008 0.00050 0 -1 -1 
       10.268858  0.99949 0.00050 0 -1 -1 
       10.270246  1.00062 0.00050 0 -1 -1 
       10.271635  1.00076 0.00050 0 -1 -1 
       10.273024  1.00036 0.00050 0 -1 -1 
       10.274413  0.99923 0.00050 0 -1 -1 
       10.275802  1.00046 0.00050 0 -1 -1 
       10.277191  1.00000 0.00050 0 -1 -1 
       10.278580  1.00000 0.00050 0 -1 -1 
       10.279969  1.00026 0.00050 0 -1 -1 
       10.281358  0.99939 0.00050 0 -1 -1 
       10.282746  0.99980 0.00050 0 -1 -1 
       10.284135  0.99989 0.00050 0 -1 -1 
       10.285524  1.00060 0.00050 0 -1 -1 
       10.286913  0.99990 0.00050 0 -1 -1 
       10.288302  0.99925 0.00050 0 -1 -1 
       10.289691  1.00055 0.00050 0 -1 -1 
       10.291080  1.00000 0.00050 0 -1 -1 
       10.292469  1.00021 0.00050 0 -1 -1 
       10.293858  0.99927 0.00050 0 -1 -1 
       10.295246  1.00028 0.00050 0 -1 -1 
       10.296635  1.00028 0.00050 0 -1 -1 
       10.298024  1.00056 0.00050 0 -1 -1 
       10.299413  1.00044 0.00050 0 -1 -1 
       10.300802  0.99918 0.00050 0 -1 -1 
       10.302191  1.00039 0.00050 0 -1 -1 
       10.303580  1.00086 0.00050 0 -1 -1 
       10.304969  0.99946 0.00050 0 -1 -1 
       10.306358  1.00040 0.00050 0 -1 -1 
       10.307746  0.99990 0.00050 0 -1 -1 
       10.309135  0.99936 0.00050 0 -1 -1 
       10.310524  0.99947 0.00050 0 -1 -1 
       10.311913  0.99939 0.00050 0 -1 -1 
       10.313302  1.00037 0.00050 0 -1 -1 
       10.314691  0.99994 0.00050 0 -1 -1 
       10.316080  0.99922 0.00050 0 -1 -1 
       10.317469  0.99987 0.00050 0 -1 -1 
       10.318858  0.99988 0.00050 0 -1 -1 
       10.320246  1.00003 0.00050 0 -1 -1 
       10.321635  1.00085 0.00050 0 -1 -1 
       10.323024  1.00068 0.00050 0 -1 -1 
       10.324413  0.99983 0.00050 0 -1 -1 
       10.325802  0.99931 0.00050 0 -1 -1 
       10.327191  0.99986 0.00050 0 -1 -1 
       10.328580  1.00007 0.00050 0 -1 -1 
       10.329969  0.99991 0.00050 0 -1 -1 
       10.331358  1.00101 0.00050 0 -1 -1 
       10.332746  0.99981 0.00050 0 -1 -1 
       10.334135  1.00015 0.00050 0 -1 -1 
       10.335524  1.00058 0.00050 0 -1 -1 
       10.336913  0.99930 0.00050 0 -1 -1 
       10.338302  0.99974 0.00050 0 -1 -1 
       10.339691  0.99997 0.00050 0 -1 -1 
       10.341080  1.00018 0.00050 0 -1 -1 
       10.342469  1.00034 0.00050 0 -1 -1 
       10.343858  1.00042 0.00050 0 -1 -1 
       10.345246  0.99952 0.00050 0 -1 -1 
       10.346635  1.00056 0.00050 0 -1 -1 
       10.348024  0.99958 0.00050 0 -1 -1 
       10.349413  0.99980 0.00050 0 -1 -1 
       10.350802  0.99974 0.00050 0 -1 -1 
       10.352191  0.99996 0.00050 0 -1 -1 
       10.353580  0.99983 0.00050 0 -1 -1 
       10.354969  1.00063 0.00050 0 -1 -1 
       10.356358  0.99897 0.00050 0 -1 -1 
       10.357746  0.99956 0.00050 0 -1 -1 
       10.359135  0.99945 0.00050 0 -1 -1 
       10.360524  0.99931 0.00050 0 -1 -1 
       10.361913  1.00042 0.00050 0 -1 -1 
       10.363302  0.99926 0.00050 0 -1 -1 
       10.364691  0.99961 0.00050 0 -1 -1 
       10.366080  1.00060 0.00050 0 -1 -1 
       10.367469  1.00015 0.00050 0 -1 -1 
       10.368858  0.99989 0.00050 0 -1 -1 
       10.370246  0.99955 0.00050 0 -1 -1 
       10.371635  1.00091 0.00050 0 -1 -1 
       10.373024  1.00026 0.00050 0 -1 -1 
       10.374413  0.99969 0.00050 0 -1 -1 
       10.375802  1.00034 0.00050 0 -1 -1 
       10.377191  1.00069 0.00050 0 -1 -1 
       10.378580  0.99956 0.00050 0 -1 -1 
       10.379969  0.99983 0.00050 0 -1 -1 
       10.381358  0.99963 0.00050 0 -1 -1 
