# time flux flux_error jitter offset subset 
        6.079151  0.99994 0.00050 0 -1 -1 
        6.080540  0.99978 0.00050 0 -1 -1 
        6.081929  0.99970 0.00050 0 -1 -1 
        6.083318  1.00070 0.00050 0 -1 -1 
        6.084707  1.00044 0.00050 0 -1 -1 
        6.086095  1.00003 0.00050 0 -1 -1 
        6.087484  0.99942 0.00050 0 -1 -1 
        6.088873  1.00048 0.00050 0 -1 -1 
        6.090262  1.00076 0.00050 0 -1 -1 
        6.091651  1.00040 0.00050 0 -1 -1 
        6.093040  0.99966 0.00050 0 -1 -1 
        6.094429  1.00005 0.00050 0 -1 -1 
        6.095818  1.00069 0.00050 0 -1 -1 
        6.097207  1.00029 0.00050 0 -1 -1 
        6.098595  0.99904 0.00050 0 -1 -1 
        6.099984  0.99991 0.00050 0 -1 -1 
        6.101373  1.00079 0.00050 0 -1 -1 
        6.102762  1.00050 0.00050 0 -1 -1 
        6.104151  0.99990 0.00050 0 -1 -1 
        6.105540  1.00052 0.00050 0 -1 -1 
        6.106929  1.00042 0.00050 0 -1 -1 
        6.108318  0.99994 0.00050 0 -1 -1 
        6.109707  1.00016 0.00050 0 -1 -1 
        6.111095  1.00029 0.00050 0 -1 -1 
        6.112484  1.00071 0.00050 0 -1 -1 
        6.113873  1.00000 0.00050 0 -1 -1 
        6.115262  0.99978 0.00050 0 -1 -1 
        6.116651  0.99934 0.00050 0 -1 -1 
        6.118040  1.00090 0.00050 0 -1 -1 
        6.119429  1.00056 0.00050 0 -1 -1 
        6.120818  0.99952 0.00050 0 -1 -1 
        6.122207  1.00002 0.00050 0 -1 -1 
        6.123595  0.99987 0.00050 0 -1 -1 
        6.124984  1.00062 0.00050 0 -1 -1 
        6.126373  0.99959 0.00050 0 -1 -1 
        6.127762  0.99998 0.00050 0 -1 -1 
        6.129151  1.00047 0.00050 0 -1 -1 
        6.130540  1.00073 0.00050 0 -1 -1 
        6.131929  0.99943 0.00050 0 -1 -1 
        6.133318  0.99984 0.00050 0 -1 -1 
        6.134707  1.00006 0.00050 0 -1 -1 
        6.136095  1.00136 0.00050 0 -1 -1 
        6.137484  1.00046 0.00050 0 -1 -1 
        6.138873  1.00053 0.00050 0 -1 -1 
        6.140262  1.00009 0.00050 0 -1 -1 
        6.141651  0.99961 0.00050 0 -1 -1 
        6.143040  0.99942 0.00050 0 -1 -1 
        6.144429  0.99964 0.00050 0 -1 -1 
        6.145818  1.00045 0.00050 0 -1 -1 
        6.147207  1.00048 0.00050 0 -1 -1 
        6.148595  1.00006 0.00050 0 -1 -1 
        6.149984  1.00022 0.00050 0 -1 -1 
        6.151373  0.99961 0.00050 0 -1 -1 
        6.152762  1.00032 0.00050 0 -1 -1 
        6.154151  0.99982 0.00050 0 -1 -1 
        6.155540  0.99959 0.00050 0 -1 -1 
        6.156929  0.99942 0.00050 0 -1 -1 
        6.158318  1.00038 0.00050 0 -1 -1 
        6.159707  0.99982 0.00050 0 -1 -1 
        6.161095  0.99896 0.00050 0 -1 -1 
        6.162484  1.00013 0.00050 0 -1 -1 
        6.163873  0.99980 0.00050 0 -1 -1 
        6.165262  1.00099 0.00050 0 -1 -1 
        6.166651  1.00027 0.00050 0 -1 -1 
        6.168040  1.00001 0.00050 0 -1 -1 
        6.169429  0.99997 0.00050 0 -1 -1 
        6.170818  0.99888 0.00050 0 -1 -1 
        6.172207  0.99988 0.00050 0 -1 -1 
        6.173595  0.99966 0.00050 0 -1 -1 
        6.174984  0.99966 0.00050 0 -1 -1 
        6.176373  1.00025 0.00050 0 -1 -1 
        6.177762  1.00015 0.00050 0 -1 -1 
        6.179151  1.00020 0.00050 0 -1 -1 
        6.180540  1.00032 0.00050 0 -1 -1 
        6.181929  0.99965 0.00050 0 -1 -1 
        6.183318  1.00080 0.00050 0 -1 -1 
        6.184707  0.99994 0.00050 0 -1 -1 
        6.186095  1.00140 0.00050 0 -1 -1 
        6.187484  0.99983 0.00050 0 -1 -1 
        6.188873  1.00077 0.00050 0 -1 -1 
        6.190262  0.99965 0.00050 0 -1 -1 
        6.191651  0.99962 0.00050 0 -1 -1 
        6.193040  0.99964 0.00050 0 -1 -1 
        6.194429  1.00010 0.00050 0 -1 -1 
        6.195818  1.00079 0.00050 0 -1 -1 
        6.197207  1.00014 0.00050 0 -1 -1 
        6.198595  0.99935 0.00050 0 -1 -1 
        6.199984  0.99987 0.00050 0 -1 -1 
        6.201373  0.99998 0.00050 0 -1 -1 
        6.202762  0.99984 0.00050 0 -1 -1 
        6.204151  1.00068 0.00050 0 -1 -1 
        6.205540  1.00034 0.00050 0 -1 -1 
        6.206929  0.99922 0.00050 0 -1 -1 
        6.208318  0.99930 0.00050 0 -1 -1 
        6.209707  0.99955 0.00050 0 -1 -1 
        6.211095  0.99980 0.00050 0 -1 -1 
        6.212484  1.00046 0.00050 0 -1 -1 
        6.213873  0.99930 0.00050 0 -1 -1 
        6.215262  1.00015 0.00050 0 -1 -1 
        6.216651  1.00005 0.00050 0 -1 -1 
        6.218040  1.00023 0.00050 0 -1 -1 
        6.219429  0.99950 0.00050 0 -1 -1 
        6.220818  1.00033 0.00050 0 -1 -1 
        6.222207  1.00026 0.00050 0 -1 -1 
        6.223595  1.00042 0.00050 0 -1 -1 
        6.224984  0.99965 0.00050 0 -1 -1 
        6.226373  0.99903 0.00050 0 -1 -1 
        6.227762  0.99989 0.00050 0 -1 -1 
        6.229151  0.99961 0.00050 0 -1 -1 
        6.230540  1.00032 0.00050 0 -1 -1 
        6.231929  1.00013 0.00050 0 -1 -1 
        6.233318  0.99983 0.00050 0 -1 -1 
        6.234707  1.00028 0.00050 0 -1 -1 
        6.236095  0.99974 0.00050 0 -1 -1 
        6.237484  1.00078 0.00050 0 -1 -1 
        6.238873  1.00091 0.00050 0 -1 -1 
        6.240262  0.99915 0.00050 0 -1 -1 
        6.241651  1.00061 0.00050 0 -1 -1 
        6.243040  1.00001 0.00050 0 -1 -1 
        6.244429  0.99990 0.00050 0 -1 -1 
        6.245818  0.99971 0.00050 0 -1 -1 
        6.247207  1.00031 0.00050 0 -1 -1 
        6.248595  0.99956 0.00050 0 -1 -1 
        6.249984  1.00112 0.00050 0 -1 -1 
        6.251373  1.00086 0.00050 0 -1 -1 
        6.252762  1.00029 0.00050 0 -1 -1 
        6.254151  1.00008 0.00050 0 -1 -1 
        6.255540  0.99887 0.00050 0 -1 -1 
        6.256929  0.99849 0.00050 0 -1 -1 
        6.258318  0.99883 0.00050 0 -1 -1 
        6.259707  0.99891 0.00050 0 -1 -1 
        6.261095  0.99759 0.00050 0 -1 -1 
        6.262484  0.99718 0.00050 0 -1 -1 
        6.263873  0.99545 0.00050 0 -1 -1 
        6.265262  0.99499 0.00050 0 -1 -1 
        6.266651  0.99272 0.00050 0 -1 -1 
        6.268040  0.99148 0.00050 0 -1 -1 
        6.269429  0.99198 0.00050 0 -1 -1 
        6.270818  0.99219 0.00050 0 -1 -1 
        6.272207  0.99065 0.00050 0 -1 -1 
        6.273595  0.99234 0.00050 0 -1 -1 
        6.274984  0.99092 0.00050 0 -1 -1 
        6.276373  0.99069 0.00050 0 -1 -1 
        6.277762  0.99061 0.00050 0 -1 -1 
        6.279151  0.99030 0.00050 0 -1 -1 
        6.280540  0.98969 0.00050 0 -1 -1 
        6.281929  0.98940 0.00050 0 -1 -1 
        6.283318  0.98901 0.00050 0 -1 -1 
        6.284707  0.98989 0.00050 0 -1 -1 
        6.286095  0.99004 0.00050 0 -1 -1 
        6.287484  0.98933 0.00050 0 -1 -1 
        6.288873  0.98973 0.00050 0 -1 -1 
        6.290262  0.98992 0.00050 0 -1 -1 
        6.291651  0.98930 0.00050 0 -1 -1 
        6.293040  0.98979 0.00050 0 -1 -1 
        6.294429  0.98896 0.00050 0 -1 -1 
        6.295818  0.98940 0.00050 0 -1 -1 
        6.297207  0.98849 0.00050 0 -1 -1 
        6.298595  0.98862 0.00050 0 -1 -1 
        6.299984  0.98854 0.00050 0 -1 -1 
        6.301373  0.98840 0.00050 0 -1 -1 
        6.302762  0.98820 0.00050 0 -1 -1 
        6.304151  0.98816 0.00050 0 -1 -1 
        6.305540  0.98856 0.00050 0 -1 -1 
        6.306929  0.98842 0.00050 0 -1 -1 
        6.308318  0.98749 0.00050 0 -1 -1 
        6.309707  0.98856 0.00050 0 -1 -1 
        6.311095  0.98898 0.00050 0 -1 -1 
        6.312484  0.98858 0.00050 0 -1 -1 
        6.313873  0.98781 0.00050 0 -1 -1 
        6.315262  0.98858 0.00050 0 -1 -1 
        6.316651  0.98881 0.00050 0 -1 -1 
        6.318040  0.98903 0.00050 0 -1 -1 
        6.319429  0.98758 0.00050 0 -1 -1 
        6.320818  0.98832 0.00050 0 -1 -1 
        6.322207  0.98839 0.00050 0 -1 -1 
        6.323595  0.98755 0.00050 0 -1 -1 
        6.324984  0.98758 0.00050 0 -1 -1 
        6.326373  0.98803 0.00050 0 -1 -1 
        6.327762  0.98916 0.00050 0 -1 -1 
        6.329151  0.98779 0.00050 0 -1 -1 
        6.330540  0.98807 0.00050 0 -1 -1 
        6.331929  0.98748 0.00050 0 -1 -1 
        6.333318  0.98755 0.00050 0 -1 -1 
        6.334707  0.98796 0.00050 0 -1 -1 
        6.336095  0.98672 0.00050 0 -1 -1 
        6.337484  0.98803 0.00050 0 -1 -1 
        6.338873  0.98733 0.00050 0 -1 -1 
        6.340262  0.98686 0.00050 0 -1 -1 
