# time flux flux_error jitter offset subset 
       22.715755  1.00073 0.00050 0 -1 -1 
       22.717144  0.99981 0.00050 0 -1 -1 
       22.718533  1.00055 0.00050 0 -1 -1 
       22.719922  0.99956 0.00050 0 -1 -1 
       22.721311  1.00038 0.00050 0 -1 -1 
       22.722699  0.99992 0.00050 0 -1 -1 
       22.724088  1.00045 0.00050 0 -1 -1 
       22.725477  1.00022 0.00050 0 -1 -1 
       22.726866  0.99923 0.00050 0 -1 -1 
       22.728255  0.99917 0.00050 0 -1 -1 
       22.729644  0.99934 0.00050 0 -1 -1 
       22.731033  0.99971 0.00050 0 -1 -1 
       22.732422  0.99990 0.00050 0 -1 -1 
       22.733811  1.00028 0.00050 0 -1 -1 
       22.735199  0.99928 0.00050 0 -1 -1 
       22.736588  0.99940 0.00050 0 -1 -1 
       22.737977  0.99975 0.00050 0 -1 -1 
       22.739366  1.00034 0.00050 0 -1 -1 
       22.740755  0.99961 0.00050 0 -1 -1 
       22.742144  0.99868 0.00050 0 -1 -1 
       22.743533  0.99977 0.00050 0 -1 -1 
       22.744922  1.00037 0.00050 0 -1 -1 
       22.746311  1.00061 0.00050 0 -1 -1 
       22.747699  0.99999 0.00050 0 -1 -1 
       22.749088  0.99973 0.00050 0 -1 -1 
       22.750477  0.99961 0.00050 0 -1 -1 
       22.751866  1.00060 0.00050 0 -1 -1 
       22.753255  0.99983 0.00050 0 -1 -1 
       22.754644  0.99999 0.00050 0 -1 -1 
       22.756033  1.00098 0.00050 0 -1 -1 
       22.757422  1.00002 0.00050 0 -1 -1 
       22.758811  1.00063 0.00050 0 -1 -1 
       22.760199  0.99978 0.00050 0 -1 -1 
       22.761588  0.99966 0.00050 0 -1 -1 
       22.762977  0.99950 0.00050 0 -1 -1 
       22.764366  0.99963 0.00050 0 -1 -1 
       22.765755  1.00058 0.00050 0 -1 -1 
       22.767144  0.99980 0.00050 0 -1 -1 
       22.768533  0.99992 0.00050 0 -1 -1 
       22.769922  0.99974 0.00050 0 -1 -1 
       22.771311  1.00050 0.00050 0 -1 -1 
       22.772699  0.99982 0.00050 0 -1 -1 
       22.774088  0.99992 0.00050 0 -1 -1 
       22.775477  0.99965 0.00050 0 -1 -1 
       22.776866  1.00033 0.00050 0 -1 -1 
       22.778255  0.99955 0.00050 0 -1 -1 
       22.779644  0.99976 0.00050 0 -1 -1 
       22.781033  0.99955 0.00050 0 -1 -1 
       22.782422  0.99986 0.00050 0 -1 -1 
       22.783811  0.99976 0.00050 0 -1 -1 
       22.785199  1.00041 0.00050 0 -1 -1 
       22.786588  1.00007 0.00050 0 -1 -1 
       22.787977  0.99983 0.00050 0 -1 -1 
       22.789366  0.99909 0.00050 0 -1 -1 
       22.790755  0.99957 0.00050 0 -1 -1 
       22.792144  1.00045 0.00050 0 -1 -1 
       22.793533  1.00045 0.00050 0 -1 -1 
       22.794922  0.99941 0.00050 0 -1 -1 
       22.796311  0.99986 0.00050 0 -1 -1 
       22.797699  1.00049 0.00050 0 -1 -1 
       22.799088  1.00045 0.00050 0 -1 -1 
       22.800477  1.00006 0.00050 0 -1 -1 
       22.801866  0.99878 0.00050 0 -1 -1 
       22.803255  1.00024 0.00050 0 -1 -1 
       22.804644  1.00174 0.00050 0 -1 -1 
       22.806033  1.00029 0.00050 0 -1 -1 
       22.807422  1.00063 0.00050 0 -1 -1 
       22.808811  0.99928 0.00050 0 -1 -1 
       22.810199  1.00000 0.00050 0 -1 -1 
       22.811588  1.00047 0.00050 0 -1 -1 
       22.812977  1.00084 0.00050 0 -1 -1 
       22.814366  1.00065 0.00050 0 -1 -1 
       22.815755  0.99926 0.00050 0 -1 -1 
       22.817144  1.00040 0.00050 0 -1 -1 
       22.818533  1.00016 0.00050 0 -1 -1 
       22.819922  1.00035 0.00050 0 -1 -1 
       22.821311  1.00013 0.00050 0 -1 -1 
       22.822699  0.99959 0.00050 0 -1 -1 
       22.824088  1.00029 0.00050 0 -1 -1 
       22.825477  0.99984 0.00050 0 -1 -1 
       22.826866  0.99949 0.00050 0 -1 -1 
       22.828255  1.00046 0.00050 0 -1 -1 
       22.829644  0.99958 0.00050 0 -1 -1 
       22.831033  0.99952 0.00050 0 -1 -1 
       22.832422  1.00013 0.00050 0 -1 -1 
       22.833811  1.00022 0.00050 0 -1 -1 
       22.835199  0.99948 0.00050 0 -1 -1 
       22.836588  1.00008 0.00050 0 -1 -1 
       22.837977  0.99946 0.00050 0 -1 -1 
       22.839366  0.99995 0.00050 0 -1 -1 
       22.840755  0.99934 0.00050 0 -1 -1 
       22.842144  1.00106 0.00050 0 -1 -1 
       22.843533  0.99953 0.00050 0 -1 -1 
       22.844922  0.99965 0.00050 0 -1 -1 
       22.846311  0.99895 0.00050 0 -1 -1 
       22.847699  0.99937 0.00050 0 -1 -1 
       22.849088  0.99998 0.00050 0 -1 -1 
       22.850477  0.99966 0.00050 0 -1 -1 
       22.851866  1.00002 0.00050 0 -1 -1 
       22.853255  0.99989 0.00050 0 -1 -1 
       22.854644  1.00009 0.00050 0 -1 -1 
       22.856033  1.00095 0.00050 0 -1 -1 
