# time flux flux_error jitter offset subset 
        1.920000  1.00017 0.00050 0 -1 -1 
        1.921389  1.00050 0.00050 0 -1 -1 
        1.922778  1.00009 0.00050 0 -1 -1 
        1.924167  1.00064 0.00050 0 -1 -1 
        1.925556  0.99933 0.00050 0 -1 -1 
        1.926944  1.00042 0.00050 0 -1 -1 
        1.928333  0.99983 0.00050 0 -1 -1 
        1.929722  0.99993 0.00050 0 -1 -1 
        1.931111  1.00068 0.00050 0 -1 -1 
        1.932500  1.00005 0.00050 0 -1 -1 
        1.933889  1.00010 0.00050 0 -1 -1 
        1.935278  1.00010 0.00050 0 -1 -1 
        1.936667  0.99973 0.00050 0 -1 -1 
        1.938056  0.99984 0.00050 0 -1 -1 
        1.939444  1.00070 0.00050 0 -1 -1 
        1.940833  0.99954 0.00050 0 -1 -1 
        1.942222  0.99995 0.00050 0 -1 -1 
        1.943611  1.00029 0.00050 0 -1 -1 
        1.945000  1.00105 0.00050 0 -1 -1 
        1.946389  1.00050 0.00050 0 -1 -1 
        1.947778  0.99980 0.00050 0 -1 -1 
        1.949167  1.00019 0.00050 0 -1 -1 
        1.950556  1.00014 0.00050 0 -1 -1 
        1.951944  1.00073 0.00050 0 -1 -1 
        1.953333  0.99976 0.00050 0 -1 -1 
        1.954722  0.99999 0.00050 0 -1 -1 
        1.956111  0.99957 0.00050 0 -1 -1 
        1.957500  1.00038 0.00050 0 -1 -1 
        1.958889  1.00051 0.00050 0 -1 -1 
        1.960278  0.99927 0.00050 0 -1 -1 
        1.961667  0.99977 0.00050 0 -1 -1 
        1.963056  1.00059 0.00050 0 -1 -1 
        1.964444  1.00059 0.00050 0 -1 -1 
        1.965833  0.99992 0.00050 0 -1 -1 
        1.967222  1.00013 0.00050 0 -1 -1 
        1.968611  1.00057 0.00050 0 -1 -1 
        1.970000  0.99931 0.00050 0 -1 -1 
        1.971389  1.00037 0.00050 0 -1 -1 
        1.972778  1.00007 0.00050 0 -1 -1 
        1.974167  1.00056 0.00050 0 -1 -1 
        1.975556  1.00048 0.00050 0 -1 -1 
        1.976944  0.99990 0.00050 0 -1 -1 
        1.978333  1.00091 0.00050 0 -1 -1 
        1.979722  1.00070 0.00050 0 -1 -1 
        1.981111  0.99958 0.00050 0 -1 -1 
        1.982500  1.00008 0.00050 0 -1 -1 
        1.983889  1.00054 0.00050 0 -1 -1 
        1.985278  1.00082 0.00050 0 -1 -1 
        1.986667  0.99969 0.00050 0 -1 -1 
        1.988056  0.99967 0.00050 0 -1 -1 
        1.989444  0.99969 0.00050 0 -1 -1 
        1.990833  1.00018 0.00050 0 -1 -1 
        1.992222  0.99962 0.00050 0 -1 -1 
        1.993611  0.99965 0.00050 0 -1 -1 
        1.995000  1.00084 0.00050 0 -1 -1 
        1.996389  1.00007 0.00050 0 -1 -1 
        1.997778  1.00103 0.00050 0 -1 -1 
        1.999167  1.00055 0.00050 0 -1 -1 
