# time flux flux_error jitter offset subset 
       18.556604  0.99952 0.00050 0 -1 -1 
       18.557993  0.99959 0.00050 0 -1 -1 
       18.559382  1.00059 0.00050 0 -1 -1 
       18.560771  1.00006 0.00050 0 -1 -1 
       18.562160  1.00107 0.00050 0 -1 -1 
       18.563548  0.99987 0.00050 0 -1 -1 
       18.564937  1.00057 0.00050 0 -1 -1 
       18.566326  1.00043 0.00050 0 -1 -1 
       18.567715  0.99919 0.00050 0 -1 -1 
       18.569104  0.99934 0.00050 0 -1 -1 
       18.570493  0.99977 0.00050 0 -1 -1 
       18.571882  0.99950 0.00050 0 -1 -1 
       18.573271  1.00020 0.00050 0 -1 -1 
       18.574660  0.99919 0.00050 0 -1 -1 
       18.576048  0.99927 0.00050 0 -1 -1 
       18.577437  0.99964 0.00050 0 -1 -1 
       18.578826  1.00019 0.00050 0 -1 -1 
       18.580215  1.00009 0.00050 0 -1 -1 
       18.581604  1.00076 0.00050 0 -1 -1 
       18.582993  1.00007 0.00050 0 -1 -1 
       18.584382  1.00041 0.00050 0 -1 -1 
       18.585771  0.99957 0.00050 0 -1 -1 
       18.587160  1.00042 0.00050 0 -1 -1 
       18.588548  0.99966 0.00050 0 -1 -1 
       18.589937  0.99989 0.00050 0 -1 -1 
       18.591326  1.00035 0.00050 0 -1 -1 
       18.592715  0.99946 0.00050 0 -1 -1 
       18.594104  1.00035 0.00050 0 -1 -1 
       18.595493  0.99904 0.00050 0 -1 -1 
       18.596882  1.00015 0.00050 0 -1 -1 
       18.598271  1.00020 0.00050 0 -1 -1 
       18.599660  0.99933 0.00050 0 -1 -1 
       18.601048  0.99993 0.00050 0 -1 -1 
       18.602437  1.00008 0.00050 0 -1 -1 
       18.603826  0.99972 0.00050 0 -1 -1 
       18.605215  0.99947 0.00050 0 -1 -1 
       18.606604  1.00015 0.00050 0 -1 -1 
       18.607993  0.99948 0.00050 0 -1 -1 
       18.609382  0.99963 0.00050 0 -1 -1 
       18.610771  0.99969 0.00050 0 -1 -1 
       18.612160  0.99970 0.00050 0 -1 -1 
       18.613548  0.99997 0.00050 0 -1 -1 
       18.614937  1.00118 0.00050 0 -1 -1 
       18.616326  0.99999 0.00050 0 -1 -1 
       18.617715  1.00068 0.00050 0 -1 -1 
       18.619104  1.00030 0.00050 0 -1 -1 
       18.620493  1.00071 0.00050 0 -1 -1 
       18.621882  1.00009 0.00050 0 -1 -1 
       18.623271  0.99980 0.00050 0 -1 -1 
       18.624660  1.00039 0.00050 0 -1 -1 
       18.626048  0.99953 0.00050 0 -1 -1 
       18.627437  1.00037 0.00050 0 -1 -1 
       18.628826  0.99991 0.00050 0 -1 -1 
       18.630215  0.99984 0.00050 0 -1 -1 
       18.631604  1.00003 0.00050 0 -1 -1 
       18.632993  1.00043 0.00050 0 -1 -1 
       18.634382  1.00026 0.00050 0 -1 -1 
       18.635771  0.99949 0.00050 0 -1 -1 
       18.637160  1.00039 0.00050 0 -1 -1 
       18.638548  0.99960 0.00050 0 -1 -1 
       18.639937  1.00057 0.00050 0 -1 -1 
       18.641326  1.00048 0.00050 0 -1 -1 
       18.642715  1.00022 0.00050 0 -1 -1 
       18.644104  0.99973 0.00050 0 -1 -1 
       18.645493  0.99980 0.00050 0 -1 -1 
       18.646882  0.99999 0.00050 0 -1 -1 
